official_no	level	simplified	mapping_code	traditional	inherited	simplified_example	traditional_example	example_source	original_example_source	simplified_sentence	traditional_sentence	field_usage	context_kind
2491	1	绳	2491_1	繩	false	绳子	繩子	corpus-example	tatoeba:336862	那个溺水的男人抓紧了绳子。	那個溺水的男人抓緊了繩子。		lexical-context
2492	1	维	2492_1	維	false	维护	維護	corpus-example	tatoeba:2442120	维护客户利益就是维护公司利益。	維護客戶利益就是維護公司利益。		lexical-context
2493	1	绵	2493_1	綿	false	绵延	綿延	authored-natural-example	manual	群山绵延到视线尽头。	群山綿延到視線盡頭。		lexical-context
2494	1	绷	2494_1	綳	false	绷带	綳帶	corpus-example	tatoeba:1750361	他先清洗了伤口，再绑上绷带。	他先清洗了傷口，再綁上綳帶。		lexical-context
2495	1	绸	2495_1	綢	false	丝绸	絲綢	corpus-example	tatoeba:6100214	丝绸之路形成的初衷并非是贸易。	絲綢之路形成的初衷並非是貿易。		lexical-context
2496	1	综	2496_1	綜	false	综合	綜合	corpus-example	tatoeba:502845	所有意见是真相和错误的综合。	所有意見是真相和錯誤的綜合。		lexical-context
2497	1	绽	2497_1	綻	false	破绽	破綻	authored-example	project-authored	他的谎言很快露出了破绽。	他的謊言很快露出了破綻。		lexical-context
2498	1	绿	2498_1	緑	false	绿教	緑教	authored-example	project-authored	“绿教”是带有贬义的网络用语。	“緑教”是帶有貶義的網路用語。		lexical-context
2499	1	缀	2499_1	綴	false	点缀	點綴	corpus-example	tatoeba:13884559	众多村庄点缀著福斯湾的岸边，优美如画。初次于此航行的陌生人，必定会留下深刻印象。	眾多村莊點綴著福斯灣的岸邊，優美如畫。初次於此航行的陌生人，必定會留下深刻印象。		lexical-context
2504	1	琼	2504_1	瓊	false	琼斯	瓊斯	authored-example	project-authored	琼斯教授今天没有来上课。	瓊斯教授今天沒有來上課。		lexical-context
2516	1	趋	2516_1	趨	false	趋势	趨勢	corpus-example	tatoeba:5372278	她很了解最新的时尚趋势。	她很瞭解最新的時尚趨勢。		lexical-context
2518	1	揽	2518_1	攬	false	包揽	包攬	authored-example	project-authored	她一人包揽了全部金牌。	她一人包攬了全部金牌。		lexical-context
2531	1	搀	2531_1	攙	false	搀扶	攙扶	authored-example	project-authored	护士搀扶老人慢慢起身。	護士攙扶老人慢慢起身。		lexical-context
2533	1	搁	2533_1	擱	false	耽搁	耽擱	corpus-example	tatoeba:333030	火车因大雪被耽搁了。	火車因大雪被耽擱了。		lexical-context
2535	1	搂	2535_1	摟	false	搂抱	摟抱	authored-example	project-authored	久别重逢的家人紧紧搂抱在一起。	久別重逢的家人緊緊摟抱在一起。		lexical-context
2536	1	搅	2536_1	攪	false	搅拌	攪拌	corpus-example	tatoeba:824453	食物调理机往往比搅拌机短和宽。	食物調理機往往比攪拌機短和寬。		lexical-context
2544	1	联	2544_1	聯	false	联系	聯係	corpus-example	tatoeba:334721	我们联系上他们已经为时已晚。	我們聯係上他們已經為時已晚。		lexical-context
2555	1	蒋	2555_1	蔣	false	蒋介石	蔣介石	authored-example	project-authored	蒋介石是中国近代史上的政治人物。	蔣介石是中國近代史上的政治人物。		lexical-context
2558	1	韩	2558_1	韓	false	韩国	韓國	corpus-example	tatoeba:10278312	我和我的朋友们想在韩国工作。	我和我的朋友們想在韓國工作。		lexical-context
2579	1	椭	2579_1	橢	false	椭圆形	橢圓形	authored-example	project-authored	这张桌子的桌面呈椭圆形。	這張桌子的桌面呈橢圓形。		lexical-context
2591	1	确	2591_1	確	false	确定	確定	corpus-example	tatoeba:466264	会议重新开始的时间还不确定。	會議重新開始的時間還不確定。		lexical-context
2597	1	颊	2597_1	頰	false	脸颊	臉頰	corpus-example	tatoeba:8727847	两滴眼泪从她的脸颊滑落下来。	兩滴眼淚從她的臉頰滑落下來。		lexical-context
2598	1	雳	2598_1	靂	false	霹雳	霹靂	authored-example	project-authored	一道霹雳划破夜空。	一道霹靂劃破夜空。		lexical-context
2599	1	暂	2599_1	暫	false	暂时	暫時	corpus-example	tatoeba:2431737	形式是暂时的，等级才是永恒的。	形式是暫時的，等級才是永恆的。		lexical-context
2601	1	翘	2601_1	翹	false	翘首	翹首	authored-example	project-authored	村民翘首等待远方的亲人归来。	村民翹首等待遠方的親人歸來。		lexical-context
2602	1	辈	2602_1	輩	false	前辈	前輩	authored-example	project-authored	我向经验丰富的前辈请教。	我向經驗豐富的前輩請教。		lexical-context
2605	1	凿	2605_1	鑿	false	开凿	開鑿	authored-example	project-authored	工人正在山中开凿隧道。	工人正在山中開鑿隧道。		lexical-context
2606	1	辉	2606_1	輝	false	辉煌	輝煌	corpus-example	tatoeba:2152762	这样辉煌的成绩，是如何取得的？	這樣輝煌的成績，是如何取得的？		lexical-context
2609	1	赏	2609_1	賞	false	欣赏	欣賞	corpus-example	tatoeba:346900	你觉得有多少人懂得欣赏音乐？	你覺得有多少人懂得欣賞音樂？		lexical-context
2612	1	睐	2612_1	睞	false	青睐	青睞	corpus-example	tatoeba:13593663	她的国语声调精准，自然比同龄人更受评审青睐。	她的國語聲調精準，自然比同齡人更受評審青睞。		lexical-context
2618	1	喷	2618_1	噴	false	喷出	噴出	corpus-example	tatoeba:13847495	章鱼会喷出墨汁来逃避天敌。	章魚會噴出墨汁來逃避天敵。		lexical-context
2627	1	畴	2627_1	疇	false	范畴	範疇	corpus-example	tatoeba:13519149	俄语动词的一个特征是存在体的范畴。	俄語動詞的一個特徵是存在體的範疇。		lexical-context
2628	1	践	2628_1	踐	false	实践	實踐	corpus-example	tatoeba:10007005	我们怎样才能将其付出实践？	我們怎樣才能將其付出實踐？		lexical-context
2633	1	遗	2633_1	遺	false	遗址	遺址	corpus-example	tatoeba:5968312	这座体育馆下藏著一个重要的遗址。	這座體育館下藏著一個重要的遺址。		lexical-context
2640	1	鹃	2640_1	鵑	false	杜鹃花	杜鵑花	authored-example	project-authored	春天山坡上开满了杜鹃花。	春天山坡上開滿了杜鵑花。		lexical-context
2650	1	赋	2650_1	賦	false	赋予	賦予	corpus-example	tatoeba:10367177	什么赋予了人生意义？	什麼賦予了人生意義？		lexical-context
2651	1	赌	2651_1	賭	false	赌博	賭博	corpus-example	tatoeba:810592	你不喜欢赌博，是吗？	你不喜歡賭博，是嗎？		lexical-context
2652	1	赎	2652_1	贖	false	赎回	贖回	authored-example	project-authored	基金到期后可以按约定赎回。	基金到期後可以按約定贖回。		lexical-context
2653	1	赐	2653_1	賜	false	赏赐	賞賜	authored-example	project-authored	国王赏赐了勇敢的士兵。	國王賞賜了勇敢計程車兵。		lexical-context
2654	1	赔	2654_1	賠	false	赔偿	賠償	corpus-example	tatoeba:10342272	你需要赔偿他损失的钱。	你需要賠償他損失的錢。		lexical-context
2656	1	铸	2656_1	鑄	false	铸造	鑄造	authored-example	project-authored	工匠用青铜铸造钟鼎。	工匠用青銅鑄造鐘鼎。		lexical-context
2657	1	铺	2657_1	鋪	false	店铺	店鋪	corpus-example	tatoeba:13603157	因为是星期日，所以店铺没开。	因為是星期日，所以店鋪沒開。		lexical-context
2658	1	链	2658_1	鏈	false	链接	鏈接	authored-example	project-authored	请把链接发给所有参加者。	請把鏈接發給所有參加者。		lexical-context
2659	1	销	2659_1	銷	false	销售	銷售	corpus-example	tatoeba:1423374	邮购是直接销售的主要形式。	郵購是直接銷售的主要形式。		lexical-context
2660	1	锁	2660_1	鎖	false	封锁	封鎖	corpus-example	tatoeba:13924822	这个港口可能会遭到封锁。	這個港口可能會遭到封鎖。		lexical-context
2661	1	锄	2661_1	鋤	false	锄头	鋤頭	corpus-example	tatoeba:3966152	用锄头的时候小心一些	用鋤頭的時候小心一些		lexical-context
2662	1	锅	2662_1	鍋	false	锅巴	鍋巴	authored-example	project-authored	锅底剩下的锅巴又香又脆。	鍋底剩下的鍋巴又香又脆。		lexical-context
2663	1	锈	2663_1	銹	false	不锈钢	不銹鋼	authored-example	project-authored	这个水壶由不锈钢制成。	這個水壺由不銹鋼製成。		lexical-context
2664	1	锋	2664_1	鋒	false	先锋	先鋒	corpus-example	tatoeba:470977	他是这个方面的先锋。	他是這個方面的先鋒。		lexical-context
2665	1	锌	2665_1	鋅	false	氧化锌	氧化鋅	authored-example	project-authored	药膏中含有氧化锌。	藥膏中含有氧化鋅。		lexical-context
2666	1	锐	2666_1	鋭	false	尖锐	尖鋭	corpus-example	tatoeba:830481	突然间她开始用尖锐的声音大喊。	突然間她開始用尖鋭的聲音大喊。		lexical-context
2674	1	鹅	2674_1	鵝	false	天鹅	天鵝	corpus-example	tatoeba:7774830	这只天鹅是黑色的。	這隻天鵝是黑色的。		lexical-context
2682	1	筑	2682_0	筑	true	筑波	筑波	authored-example	project-authored	筑波位于日本茨城县。	筑波位於日本茨城縣。		lexical-context
2682	1	筑	2682_1	築	false	建筑	建築	corpus-example	tatoeba:1759600	学校最高的建筑就是那个水塔。	學校最高的建築就是那個水塔。		lexical-context
2684	1	筛	2684_1	篩	false	筛选	篩選	corpus-example	tatoeba:13610489	这个公会历史悠久，拥有完整的行政体系与严格的成员筛选标准。	這個公會歷史悠久，擁有完整的行政體系與嚴格的成員篩選標準。		lexical-context
2697	1	储	2697_1	儲	false	储量	儲量	authored-example	project-authored	这座矿山的煤炭储量很大。	這座礦山的煤炭儲量很大。		lexical-context
2703	1	惩	2703_1	懲	false	惩罚	懲罰	corpus-example	tatoeba:429174	如果他犯了罪，他应该受到惩罚。	如果他犯了罪，他應該受到懲罰。		lexical-context
2704	1	御	2704_0	御	true	御道	御道	authored-example	project-authored	古代皇帝沿着御道进入宫城。	古代皇帝沿著御道進入宮城。		lexical-context
2704	1	御	2704_1	禦	false	防御	防禦	corpus-example	tatoeba:797083	进攻是最好的防御。	進攻是最好的防禦。		lexical-context
2710	1	释	2710_1	釋	false	解释	解釋	corpus-example	tatoeba:373623	­我回来就解释给你听怎么用。	­我回來就解釋給你聽怎麼用。		lexical-context
2712	1	腊	2712_1	臘	false	希腊	希臘	corpus-example	tatoeba:801357	我既不是雅典人也不是希腊人。	我既不是雅典人也不是希臘人。		lexical-context
2717	1	鲁	2717_1	魯	false	鲁迅	魯迅	authored-example	project-authored	鲁迅写过许多小说和杂文。	魯迅寫過許多小說和雜文。		lexical-context
2722	1	惫	2722_1	憊	false	疲惫	疲憊	corpus-example	tatoeba:336686	这个女士看起来很悲伤，也很疲惫。	這個女士看起來很悲傷，也很疲憊。		lexical-context
2724	1	馈	2724_1	饋	false	反馈	反饋	corpus-example	tatoeba:3856444	公司欢迎消费者对他们产品的反馈	公司歡迎消費者對他們產品的反饋		lexical-context
2725	1	馋	2725_1	饞	false	眼馋	眼饞	authored-example	project-authored	孩子看着蛋糕直眼馋。	孩子看著蛋糕直眼饞。		lexical-context
2726	1	装	2726_1	裝	false	装备	裝備	corpus-example	tatoeba:9969184	你需要好装备才能爬上这座山。	你需要好裝備才能爬上這座山。		lexical-context
2727	1	蛮	2727_1	蠻	false	野蛮	野蠻	corpus-example	tatoeba:360131	在教养上，他们可以说是和野蛮人差不多。	在教養上，他們可以說是和野蠻人差不多。		lexical-context
2737	1	阔	2737_1	闊	false	广阔	廣闊	corpus-example	tatoeba:1691771	撒哈拉沙漠广阔无垠。	撒哈拉沙漠廣闊無垠。		lexical-context
2742	1	粪	2742_1	糞	false	粪便	糞便	authored-example	project-authored	实验人员采集了动物粪便样本。	實驗人員採集了動物糞便樣本。		lexical-context
2750	1	滞	2750_1	滯	false	停滞	停滯	corpus-example	tatoeba:8580989	阿尔及尔从不停滞不前。	阿爾及爾從不停滯不前。		lexical-context
2756	1	湿	2756_1	濕	false	湿润	濕潤	corpus-example	tatoeba:766041	因为气候又暖和又湿润，所以广州一年到头都有花。	因為氣候又暖和又濕潤，所以廣州一年到頭都有花。		lexical-context
2759	1	溃	2759_1	潰	false	崩溃	崩潰	corpus-example	tatoeba:9850367	如何判断自己已经或濒临精神崩溃？	如何判斷自己已經或瀕臨精神崩潰？		lexical-context
2760	1	溅	2760_1	濺	false	飞溅	飛濺	authored-example	project-authored	车轮驶过水坑，泥水四处飞溅。	車輪駛過水坑，泥水四處飛濺。		lexical-context
2764	1	湾	2764_1	灣	false	台湾	台灣	corpus-example	tatoeba:3701786	我在台湾时，我们成为好朋友。	我在台灣時，我們成為好朋友。		lexical-context
2770	1	愤	2770_1	憤	false	愤怒	憤怒	corpus-example	tatoeba:429383	当我忘记约定时，他十分愤怒。	當我忘記約定時，他十分憤怒。		lexical-context
2783	1	窜	2783_1	竄	false	逃窜	逃竄	authored-example	project-authored	盗贼见到警察后仓皇逃窜。	盜賊見到警察後倉皇逃竄。		lexical-context
2784	1	窝	2784_1	窩	false	被窝	被窩	authored-example	project-authored	冬天早晨，我不愿离开温暖的被窝。	冬天早晨，我不願離開溫暖的被窩。		lexical-context
2791	1	裤	2791_1	褲	false	裤子	褲子	corpus-example	tatoeba:334437	哦，我的白裤子！它是新的。	哦，我的白褲子！它是新的。		lexical-context
2793	1	禅	2793_1	禪	false	禅杖	禪杖	authored-example	project-authored	老僧拄着禅杖缓步前行。	老僧拄著禪杖緩步前行。		lexical-context
2795	1	谢	2795_1	謝	false	感谢	感謝	corpus-example	tatoeba:6093372	我想为你今天所做的事感谢你。	我想為你今天所做的事感謝你。		lexical-context
2796	1	谣	2796_1	謡	false	谣言	謡言	corpus-example	tatoeba:867740	据我所知，这个谣言不是真的。	據我所知，這個謡言不是真的。		lexical-context
2797	1	谤	2797_1	謗	false	诽谤	誹謗	corpus-example	tatoeba:13897311	别诽谤我。	別誹謗我。		lexical-context
2798	1	谦	2798_1	謙	false	谦虚	謙虛	corpus-example	tatoeba:830473	获得诺贝尔奖后，她仍谦虚如昔。	獲得諾貝爾獎後，她仍謙虛如昔。		lexical-context
2800	1	属	2800_1	屬	false	属于	屬於	corpus-example	tatoeba:9954787	你去寻找属于自己的灵感了吗？	你去尋找屬於自己的靈感了嗎？		lexical-context
2801	1	屡	2801_1	屢	false	屡次	屢次	authored-example	project-authored	他屡次迟到，受到了批评。	他屢次遲到，受到了批評。		lexical-context
2814	1	缅	2814_1	緬	false	缅甸	緬甸	corpus-example	tatoeba:10529598	泰国在北边接壤缅甸和老挝。	泰國在北邊接壤緬甸和寮國。		lexical-context
2815	1	缆	2815_1	纜	false	光缆	光纜	authored-example	project-authored	施工队正在铺设地下光缆。	施工隊正在鋪設地下光纜。		lexical-context
2816	1	缉	2816_1	緝	false	通缉	通緝	corpus-example	tatoeba:5663466	汤姆已经上通缉令三年了。	湯姆已經上通緝令三年了。		lexical-context
2817	1	缎	2817_1	緞	false	绸缎	綢緞	authored-example	project-authored	店里陈列着各色绸缎。	店裡陳列著各色綢緞。		lexical-context
2818	1	缓	2818_1	緩	false	缓慢	緩慢	corpus-example	tatoeba:13118956	由硬体到软体的转变是缓慢的。	由硬體到軟體的轉變是緩慢的。		lexical-context
2819	1	缔	2819_1	締	false	缔结	締結	authored-example	project-authored	两国正式缔结了友好条约。	兩國正式締結了友好條約。		lexical-context
2820	1	缕	2820_1	縷	false	千丝万缕	千絲萬縷	authored-example	project-authored	这两件事之间有着千丝万缕的联系。	這兩件事之間有著千絲萬縷的聯絡。		lexical-context
2821	1	骗	2821_1	騙	false	欺骗	欺騙	corpus-example	tatoeba:333147	这将是你最后一次被欺骗了。	這將是你最後一次被欺騙了。		lexical-context
2822	1	编	2822_1	編	false	编辑	編輯	corpus-example	tatoeba:9970747	我们应该对人使用基因编辑吗？	我們應該對人使用基因編輯嗎？		lexical-context
2823	1	骚	2823_1	騷	false	骚扰	騷擾	corpus-example	tatoeba:13890572	让你的儿子别来骚扰我的女儿。	讓你的兒子別來騷擾我的女兒。		lexical-context
2824	1	缘	2824_1	緣	false	边缘	邊緣	corpus-example	tatoeba:11545847	你是在死亡边缘反复磨擦。	你是在死亡邊緣反覆磨擦。		lexical-context
2826	1	鹉	2826_1	鵡	false	鹦鹉	鸚鵡	corpus-example	tatoeba:435238	鹦鹉懂得模仿人类说话。	鸚鵡懂得模仿人類說話。		lexical-context
2832	1	摄	2832_1	攝	false	拍摄	拍攝	corpus-example	tatoeba:836338	拍摄是在中午十二时左右开始。	拍攝是在中午十二時左右開始。		lexical-context
2838	1	摆	2838_1	擺	false	摆脱	擺脫	corpus-example	tatoeba:8558441	阿尔及利亚需要摆脱官僚主义。	阿爾及利亞需要擺脫官僚主義。		lexical-context
2838	1	摆	2838_2	襬	false	下摆	下襬	authored-example	project-authored	裙子的下摆沾上了泥水。	裙子的下襬沾上了泥水。		lexical-context
2844	1	摊	2844_1	攤	false	摊开	攤開	authored-example	project-authored	她把地图摊开在桌上。	她把地圖攤開在桌上。		lexical-context
2851	1	鹊	2851_1	鵲	false	喜鹊	喜鵲	authored-example	project-authored	喜鹊落在院里的树枝上。	喜鵲落在院裡的樹枝上。		lexical-context
2852	1	蓝	2852_1	藍	false	蓝色	藍色	corpus-example	tatoeba:811085	我想试一下那条蓝色条纹裙。	我想試一下那條藍色條紋裙。		lexical-context
2859	1	蒙	2859_0	蒙	true	蒙古	蒙古	corpus-example	tatoeba:13517633	蒙古国夹在俄罗斯和中国之间。	蒙古國夾在俄羅斯和中國之間。		lexical-context
2859	1	蒙	2859_1	濛	false	迷蒙	迷濛	authored-example	project-authored	清晨的湖面烟雨迷蒙。	清晨的湖面煙雨迷濛。		lexical-context
2859	1	蒙	2859_2	懞	false	克莱蒙特	克萊懞特	authored-example	project-authored	克莱蒙特是一座安静的小城。	克萊懞特是一座安靜的小城。		lexical-context
2859	1	蒙	2859_3	矇	false	启蒙	啟矇	authored-example	project-authored	这本读物适合儿童启蒙。	這本讀物適合兒童啟矇。		lexical-context
2861	1	献	2861_1	獻	false	贡献	貢獻	corpus-example	tatoeba:427606	他为经济发展作了很多贡献。	他為經濟發展作了很多貢獻。		lexical-context
2866	1	榄	2866_1	欖	false	橄榄	橄欖	corpus-example	tatoeba:7781726	他曾是个英式橄榄球运动员。	他曾是個英式橄欖球運動員。		lexical-context
2870	1	楼	2870_1	樓	false	城楼	城樓	authored-example	project-authored	游客登上城楼眺望远方。	遊客登上城樓眺望遠方。		lexical-context
2872	1	赖	2872_1	賴	false	依赖	依賴	corpus-example	tatoeba:8751463	阿尔及利亚能依赖可再生能源吗？	阿爾及利亞能依賴可再生能源嗎？		lexical-context
2876	1	碍	2876_1	礙	false	障碍	障礙	corpus-example	tatoeba:10086141	汤姆认为玛丽可能有进食障碍。	湯姆認為瑪麗可能有進食障礙。		lexical-context
2883	1	尴	2883_1	尷	false	尴尬	尷尬	corpus-example	tatoeba:11319300	这么尴尬的事情真亏你想的出来。	這麼尷尬的事情真虧你想的出來。		lexical-context
2886	1	雾	2886_1	霧	false	云雾	雲霧	authored-example	project-authored	山顶终年笼罩在云雾之中。	山頂終年籠罩在雲霧之中。		lexical-context
2888	1	辐	2888_1	輻	false	辐射	輻射	authored-example	project-authored	医生建议减少不必要的辐射暴露。	醫生建議減少不必要的輻射暴露。		lexical-context
2889	1	辑	2889_1	輯	false	编辑	編輯	corpus-example	tatoeba:9970747	我们应该对人使用基因编辑吗？	我們應該對人使用基因編輯嗎？		lexical-context
2890	1	输	2890_1	輸	false	运输	運輸	corpus-example	tatoeba:765374	以前很多货物是通过船运输的。	以前很多貨物是透過船運輸的。		lexical-context
2892	1	频	2892_1	頻	false	频率	頻率	corpus-example	tatoeba:13559104	气候变化可能增加飓风的强度和发生频率。	氣候變化可能增加颶風的強度和發生頻率。		lexical-context
2893	1	龄	2893_1	齡	false	年龄	年齡	corpus-example	tatoeba:336589	你年龄足够大了，该了解更多。	你年齡足夠大了，該瞭解更多。		lexical-context
2894	1	鉴	2894_1	鑒	false	鉴于	鑒於	corpus-example	tatoeba:13880776	鉴于这片区域的危险，出于安全考虑，他建议我们一起走。	鑒於這片區域的危險，出於安全考慮，他建議我們一起走。		lexical-context
2914	1	跷	2914_1	蹺	false	蹊跷	蹊蹺	authored-example	project-authored	这件事越想越觉得蹊跷。	這件事越想越覺得蹊蹺。		lexical-context
2923	1	蜗	2923_1	蝸	false	蜗牛	蝸牛	corpus-example	tatoeba:1593707	蜗牛一直在吃我们的莴苣。	蝸牛一直在吃我們的萵苣。		lexical-context
2936	1	错	2936_1	錯	false	错误	錯誤	corpus-example	tatoeba:502845	所有意见是真相和错误的综合。	所有意見是真相和錯誤的綜合。		lexical-context
2937	1	锚	2937_1	錨	false	抛锚	拋錨	corpus-example	tatoeba:13837435	总重量过大，导致卡车抛锚。	總重量過大，導致卡車拋錨。		lexical-context
2938	1	锡	2938_1	錫	false	无锡	無錫	authored-example	project-authored	无锡位于江苏省南部。	無錫位於江蘇省南部。		lexical-context
2939	1	锣	2939_1	鑼	false	锣鼓	鑼鼓	authored-example	project-authored	节日的锣鼓声响彻全村。	節日的鑼鼓聲響徹全村。		lexical-context
2940	1	锤	2940_1	錘	false	铁锤	鐵錘	authored-example	project-authored	工人举起铁锤敲打钢板。	工人舉起鐵錘敲打鋼板。		lexical-context
2941	1	锥	2941_1	錐	false	圆锥形	圓錐形	authored-example	project-authored	这座屋顶呈圆锥形。	這座屋頂呈圓錐形。		lexical-context
2942	1	锦	2942_1	錦	false	锦标赛	錦標賽	authored-example	project-authored	她在锦标赛中获得冠军。	她在錦標賽中獲得冠軍。		lexical-context
2943	1	键	2943_1	鍵	false	关键	關鍵	corpus-example	tatoeba:347586	关键不在穿什么，而是怎么穿。	關鍵不在穿什麼，而是怎麼穿。		lexical-context
2944	1	锯	2944_1	鋸	false	锯齿	鋸齒	authored-example	project-authored	刀背上排列着细密的锯齿。	刀背上排列著細密的鋸齒。		lexical-context
2945	1	锰	2945_1	錳	false	锰矿	錳礦	authored-example	project-authored	这里发现了一处大型锰矿。	這裡發現了一處大型錳礦。		lexical-context
2947	1	辞	2947_1	辭	false	辞职	辭職	corpus-example	tatoeba:461610	我一点也没有要辞职的意思。	我一點也沒有要辭職的意思。		lexical-context
2950	1	颓	2950_1	頽	false	颓然	頽然	authored-example	project-authored	比赛失利后，他颓然坐在地上。	比賽失利後，他頽然坐在地上。		lexical-context
2952	1	筹	2952_1	籌	false	筹备	籌備	corpus-example	tatoeba:13561217	汤姆正在为玛莉筹备生日派对。	湯姆正在為瑪莉籌備生日派對。		lexical-context
2953	1	签	2953_1	簽	false	签订	簽訂	corpus-example	tatoeba:13857147	我国与多个邻国签订了自由贸易协定。	我國與多個鄰國簽訂了自由貿易協定。		lexical-context
2953	1	签	2953_2	籤	false	标签	標籤	corpus-example	tatoeba:455323	箱子的内容在标签上面写着。	箱子的內容在標籤上面寫著。		lexical-context
2954	1	简	2954_1	簡	false	简单	簡單	corpus-example	tatoeba:1409456	变美丽的最简单方法就是微笑。	變美麗的最簡單方法就是微笑。		lexical-context
2968	1	腻	2968_1	膩	false	细腻	細膩	corpus-example	tatoeba:13516617	调整显色，则可以让画作氛围表现得更细腻。	調整顯色，則可以讓畫作氛圍表現得更細膩。		lexical-context
2974	1	鹏	2974_1	鵬	false	李鹏	李鵬	authored-example	project-authored	李鹏曾任中华人民共和国国务院总理。	李鵬曾任中華人民共和國國務院總理。		lexical-context
2975	1	腾	2975_1	騰	false	折腾	折騰	authored-example	project-authored	别再折腾那台已经坏掉的机器了。	別再折騰那臺已經壞掉的機器了。		lexical-context
2977	1	鲍	2977_1	鮑	false	鲍罗廷	鮑羅廷	authored-example	project-authored	鲍罗廷曾在中国从事政治活动。	鮑羅廷曾在中國從事政治活動。		lexical-context
2979	1	颖	2979_1	穎	false	新颖	新穎	corpus-example	tatoeba:13512210	真是新颖的意见啊。	真是新穎的意見啊。		lexical-context
2980	1	触	2980_1	觸	false	接触	接觸	corpus-example	tatoeba:8834568	日本有必要和西方各国接触。	日本有必要和西方各國接觸。		lexical-context
2983	1	雏	2983_1	雛	false	雏形	雛形	authored-example	project-authored	新制度已经具备了初步雏形。	新制度已經具備了初步雛形。		lexical-context
2984	1	馍	2984_1	饃	false	泡馍	泡饃	authored-example	project-authored	这家店的羊肉泡馍很有名。	這家店的羊肉泡饃很有名。		lexical-context
2985	1	馏	2985_1	餾	false	蒸馏	蒸餾	authored-example	project-authored	实验室用蒸馏方法净化液体。	實驗室用蒸餾方法淨化液體。		lexical-context
2986	1	酱	2986_1	醬	false	辣椒酱	辣椒醬	authored-example	project-authored	面条里加了一勺辣椒酱。	麵條里加了一勺辣椒醬。		lexical-context
2997	1	誊	2997_1	謄	false	誊写	謄寫	authored-example	project-authored	学生把老师的批注誊写到本子上。	學生把老師的批註謄寫到本子上。		lexical-context
2998	1	粮	2998_1	糧	false	粮食	糧食	corpus-example	tatoeba:9839016	粮食安全是国家安全的重要基础。	糧食安全是國家安全的重要基礎。		lexical-context
2999	1	数	2999_1	數	false	人数	人數	corpus-example	tatoeba:333261	遭受心脏病困扰的人数增加了。	遭受心臟病困擾的人數增加了。		lexical-context
3005	1	满	3005_1	滿	false	满足	滿足	corpus-example	tatoeba:786018	尽管他很富有，他还是不满足。	儘管他很富有，他還是不滿足。		lexical-context
3009	1	滤	3009_1	濾	false	过滤	過濾	corpus-example	tatoeba:4262161	我从不过滤咖啡。	我從不過濾咖啡。		lexical-context
3010	1	滥	3010_1	濫	false	滥用	濫用	corpus-example	tatoeba:2033413	他因滥用公共基金而被捕。	他因濫用公共基金而被捕。		lexical-context
3014	1	漓	3014_0	漓	true	淋漓	淋漓	authored-example	project-authored	这篇文章写得酣畅淋漓。	這篇文章寫得酣暢淋漓。		lexical-context
3014	1	漓	3014_1	灕	false	漓江	灕江	authored-example	project-authored	游客乘船欣赏漓江风光。	遊客乘船欣賞灕江風光。		lexical-context
3018	1	滨	3018_1	濱	false	哈尔滨	哈爾濱	corpus-example	tatoeba:13920750	每年一月，哈尔滨都会举办冰雪节。	每年一月，哈爾濱都會舉辦冰雪節。		lexical-context
3022	1	滩	3022_1	灘	false	沙滩	沙灘	corpus-example	tatoeba:13887447	在我出差时你可以去享受沙滩。	在我出差時你可以去享受沙灘。		lexical-context
3024	1	誉	3024_1	譽	false	荣誉	榮譽	corpus-example	tatoeba:343960	他把这个奖视为最高荣誉。	他把這個獎視為最高榮譽。		lexical-context
3027	1	窥	3027_1	窺	false	窥探	窺探	authored-example	project-authored	记者试图窥探明星的私人生活。	記者試圖窺探明星的私人生活。		lexical-context
3029	1	寝	3029_1	寢	false	寝室	寢室	authored-example	project-authored	学生们按时回到寝室。	學生們按時回到寢室。		lexical-context
3030	1	谨	3030_1	謹	false	谨慎	謹慎	corpus-example	tatoeba:1636241	按照我的指示小心谨慎地前进。	按照我的指示小心謹慎地前進。		lexical-context
3034	1	谬	3034_1	謬	false	荒谬	荒謬	corpus-example	tatoeba:349714	这种荒谬的迷信已不复存在了。	這種荒謬的迷信已不復存在了。		lexical-context
3037	1	辟	3037_0	辟	true	复辟	復辟	authored-example	project-authored	旧王朝企图复辟，但最终失败。	舊王朝企圖復辟，但最終失敗。		lexical-context
3037	1	辟	3037_1	闢	false	开辟	開闢	corpus-example	tatoeba:13206628	开辟新天地。	開闢新天地。		lexical-context
3044	1	缚	3044_1	縛	false	束缚	束縛	corpus-example	tatoeba:5948457	我想她想要的是束缚与支配。	我想她想要的是束縛與支配。		lexical-context
3045	1	缝	3045_1	縫	false	缝隙	縫隙	authored-natural-example	manual	阳光从窗帘的缝隙照进来。	陽光從窗簾的縫隙照進來。		lexical-context
3046	1	缠	3046_1	纏	false	纠缠	糾纏	corpus-example	tatoeba:5574683	为什么我们纠缠细枝末节而不进入正题呢？	為什麼我們糾纏細枝末節而不進入正題呢？		lexical-context
3047	1	缤	3047_1	繽	false	五彩缤纷	五彩繽紛	authored-example	project-authored	花园里开满了五彩缤纷的鲜花。	花園裡開滿了五彩繽紛的鮮花。		lexical-context
