official_no	level	simplified	mapping_code	traditional	inherited	simplified_example	traditional_example	example_source	original_example_source	simplified_sentence	traditional_sentence	field_usage	context_kind
7891	3	亸	7891_1	嚲	false	柳亸花娇	柳嚲花嬌	authored-example	project-authored	柳亸花娇是一个成语或固定说法。	柳嚲花嬌是一個成語或固定說法。		lexical-context
7894	3	𬸦	7894_1	鷟	false	𬸦字	鷟字	domain-template	metalinguistic-fallback	图鉴中记录了𬸦这种鸟。	圖鑑中記錄了鷟這種鳥。	Zoology / ornithology: a rare character used in the name of a bird or bird group.	domain-template
7912	3	黉	7912_1	黌	false	黉舍	黌舍	authored-example	project-authored	黉舍是一种器物。	黌舍是一種器物。		lexical-context
7914	3	鹨	7914_1	鷚	false	田鹨	田鷚	authored-example	project-authored	田鹨是一种鸟。	田鷚是一種鳥。		lexical-context
7916	3	𫄷	7916_1	繶	false	𫄷字	繶字	domain-template	metalinguistic-fallback	古代织物记录中出现了𫄷。	古代織物記錄中出現了繶。	Traditional textiles / cordage: a rare character associated with fibres, silk, thread, rope, or textile production.	domain-template
7918	3	𤩽	7918_1	瓛	false	𤩽字	瓛字	domain-template	metalinguistic-fallback	古代玉器或人名记录中可见𤩽。	古代玉器或人名記錄中可見瓛。	Jade terminology / personal names: a rare character associated with jade, ornament, or name usage.	domain-template
7935	3	蟏	7935_1	蠨	false	蟏蛸	蠨蛸	authored-example	project-authored	蟏蛸是一个较少见的词语。	蠨蛸是一個較少見的詞語。		lexical-context
7936	3	㘎	7936_1	㘚	false	㘎字	㘚字	domain-template	metalinguistic-fallback	古文中可见㘎。	古文中可見㘚。	Classical Chinese vocabulary: a rare character used in older descriptions of people, actions, states, sounds, or qualities.	domain-template
7937	3	𬭳	7937_1	𨭎	false	𬭳字	𨭎字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𬭳。	金屬器物或技術資料中可見𨭎。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7938	3	镤	7938_1	鏷	false	镤字	鏷字	element-domain	metalinguistic-fallback	实验记录中提到了镤。	實驗記錄中提到了鏷。	Chemistry: protactinium, a chemical element represented by this character in Chinese technical terminology.	element-domain
7939	3	𬭶	7939_1	𨭆	false	𬭶字	𨭆字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𬭶。	金屬器物或技術資料中可見𨭆。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7940	3	𫔍	7940_1	鐇	false	𫔍字	鐇字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𫔍。	金屬器物或技術資料中可見鐇。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7941	3	镥	7941_1	鑥	false	镥字	鑥字	element-domain	metalinguistic-fallback	实验记录中提到了镥。	實驗記錄中提到了鑥。	Chemistry: lutetium, a chemical element represented by this character in Chinese technical terminology.	element-domain
7942	3	镨	7942_1	鐠	false	镨字	鐠字	element-domain	metalinguistic-fallback	实验记录中提到了镨。	實驗記錄中提到了鐠。	Chemistry: praseodymium, a chemical element represented by this character in Chinese technical terminology.	element-domain
7943	3	𬭸	7943_1	鏻	false	𬭸字	鏻字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𬭸。	金屬器物或技術資料中可見鏻。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7944	3	𨱔	7944_1	鐏	false	𨱔字	鐏字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𨱔。	金屬器物或技術資料中可見鐏。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7945	3	𬭼	7945_1	鐩	false	𬭼字	鐩字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𬭼。	金屬器物或技術資料中可見鐩。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7946	3	𫔎	7946_1	鐍	false	𫔎字	鐍字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𫔎。	金屬器物或技術資料中可見鐍。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7958	3	𬸪	7958_1	鷭	false	𬸪字	鷭字	domain-template	metalinguistic-fallback	图鉴中记录了𬸪这种鸟。	圖鑑中記錄了鷭這種鳥。	Zoology / ornithology: a rare character used in the name of a bird or bird group.	domain-template
7960	3	䲠	7960_1	鰆	false	䲠鱼	鰆魚	authored-example	project-authored	䲠鱼是一种鱼类或水生动物。	鰆魚是一種魚類或水生動物。		lexical-context
7961	3	𬶟	7961_1	鯻	false	𬶟字	鯻字	domain-template	metalinguistic-fallback	图鉴中收录了𬶟这种鱼。	圖鑑中收錄了鯻這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7962	3	鲾	7962_1	鰏	false	鲾字	鰏字	domain-template	metalinguistic-fallback	图鉴中收录了鲾这种鱼。	圖鑑中收錄了鰏這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7963	3	𬶠	7963_1	鰊	false	𬶠字	鰊字	domain-template	metalinguistic-fallback	图鉴中收录了𬶠这种鱼。	圖鑑中收錄了鰊這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7964	3	鲿	7964_1	鱨	false	鲿字	鱨字	domain-template	metalinguistic-fallback	图鉴中收录了鲿这种鱼。	圖鑑中收錄了鱨這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7965	3	鳁	7965_1	鰛	false	鳁字	鰛字	domain-template	metalinguistic-fallback	图鉴中收录了鳁这种鱼。	圖鑑中收錄了鰛這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7966	3	鳂	7966_1	鰃	false	崆鳂	崆鰃	authored-example	project-authored	崆鳂是一种鱼类或水生动物。	崆鰃是一種魚類或水生動物。		lexical-context
7967	3	鳈	7967_1	鰁	false	鳈字	鰁字	domain-template	metalinguistic-fallback	图鉴中收录了鳈这种鱼。	圖鑑中收錄了鰁這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7968	3	鳉	7968_1	鱂	false	鳉字	鱂字	domain-template	metalinguistic-fallback	图鉴中收录了鳉这种鱼。	圖鑑中收錄了鱂這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7972	3	襕	7972_1	襴	false	襕字	襴字	domain-template	metalinguistic-fallback	古代服饰记录中出现了襕。	古代服飾記錄中出現了襴。	Historical clothing and material culture: a rare character associated with garments or dress.	domain-template
7974	3	𬶨	7974_1	鱀	false	白𬶨豚	白鱀豚	authored-example	project-authored	白𬶨豚是一个较少见的词语。	白鱀豚是一個較少見的詞語。		lexical-context
7979	3	𦈡	7979_1	繻	false	𦈡字	繻字	domain-template	metalinguistic-fallback	古代织物记录中出现了𦈡。	古代織物記錄中出現了繻。	Traditional textiles / cordage: a rare character associated with fibres, silk, thread, rope, or textile production.	domain-template
7980	3	𫄸	7980_1	纁	false	𫄸字	纁字	domain-template	metalinguistic-fallback	古代织物记录中出现了𫄸。	古代織物記錄中出現了纁。	Traditional textiles / cordage: a rare character associated with fibres, silk, thread, rope, or textile production.	domain-template
7983	3	鬶	7983_1	鬹	false	鬶字	鬹字	domain-template	metalinguistic-fallback	考古记录中提到了鬶。	考古記錄中提到了鬹。	Archaeology / ancient material culture: a rare character used for a vessel or cooking implement.	domain-template
7987	3	𬟁	7987_1	虉	false	𬟁草	虉草	authored-example	project-authored	𬟁草是一种植物。	虉草是一種植物。		lexical-context
7991	3	鹲	7991_1	鸏	false	白尾鹲	白尾鸏	authored-example	project-authored	白尾鹲是一种鸟。	白尾鸏是一種鳥。		lexical-context
7993	3	黡	7993_1	黶	false	披毛索黡	披毛索黶	authored-example	project-authored	披毛索黡是一个成语或固定说法。	披毛索黶是一個成語或固定說法。		lexical-context
8003	3	镮	8003_1	鐶	false	镮字	鐶字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见镮。	金屬器物或技術資料中可見鐶。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
8004	3	镱	8004_1	鐿	false	镱字	鐿字	element-domain	metalinguistic-fallback	实验记录中提到了镱。	實驗記錄中提到了鐿。	Chemistry: ytterbium, a chemical element represented by this character in Chinese technical terminology.	element-domain
8005	3	酂	8005_1	酇	false	酂字	酇字	curated-domain	metalinguistic-fallback	地方志中记载了酂。	地方志中記載了酇。	Historical geography / surnames: a rare character used in old place names and family names.	curated-domain
8014	3	䲢	8014_1	鰧	false	䲢字	鰧字	domain-template	metalinguistic-fallback	图鉴中收录了䲢这种鱼。	圖鑑中收錄了鰧這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
8015	3	鳑	8015_1	鰟	false	鳑鲏	鰟鮍	authored-example	project-authored	鳑鲏是一种鱼类或水生动物。	鰟鮍是一種魚類或水生動物。		lexical-context
8016	3	鳒	8016_1	鰜	false	鳒字	鰜字	domain-template	metalinguistic-fallback	图鉴中收录了鳒这种鱼。	圖鑑中收錄了鰜這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
8017	3	鹱	8017_1	鸌	false	灰鹱	灰鸌	authored-example	project-authored	灰鹱是一种鸟。	灰鸌是一種鳥。		lexical-context
8018	3	鹯	8018_1	鸇	false	鹯视狼顾	鸇視狼顧	authored-example	project-authored	鹯视狼顾是一个成语或固定说法。	鸇視狼顧是一個成語或固定說法。		lexical-context
8023	3	冁	8023_1	囅	false	冁然而笑	囅然而笑	authored-example	project-authored	冁然而笑是一个成语或固定说法。	囅然而笑是一個成語或固定說法。		lexical-context
8029	3	䴙	8029_1	鸊	false	䴙䴘	鸊鷉	authored-example	project-authored	䴙䴘是一种鸟。	鸊鷉是一種鳥。		lexical-context
8030	3	𬙊	8030_1	纆	false	𬙊字	纆字	domain-template	metalinguistic-fallback	古代织物记录中出现了𬙊。	古代織物記錄中出現了纆。	Traditional textiles / cordage: a rare character associated with fibres, silk, thread, rope, or textile production.	domain-template
8038	3	鳘	8038_1	鰵	false	鳘字	鰵字	domain-template	metalinguistic-fallback	图鉴中收录了鳘这种鱼。	圖鑑中收錄了鰵這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
8042	3	𬶭	8042_1	鰶	false	𬶭字	鰶字	domain-template	metalinguistic-fallback	图鉴中收录了𬶭这种鱼。	圖鑑中收錄了鰶這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
8043	3	𩾌	8043_1	鱇	false	𩽾𩾌	鮟鱇	authored-example	project-authored	𩽾𩾌是一个较少见的词语。	鮟鱇是一個較少見的詞語。		lexical-context
8044	3	鳚	8044_1	䲁	false	鳚字	䲁字	domain-template	metalinguistic-fallback	图鉴中收录了鳚这种鱼。	圖鑑中收錄了䲁這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
8045	3	鳛	8045_1	鰼	false	鳛字	鰼字	domain-template	metalinguistic-fallback	图鉴中收录了鳛这种鱼。	圖鑑中收錄了鰼這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
8049	3	彟	8049_1	彠	false	武士彟	武士彠	authored-example	project-authored	武士彟是一个人名。	武士彠是一個人名。		lexical-context
8055	3	颥	8055_1	顬	false	颞颥	顳顬	authored-example	project-authored	颞颥是一个医学词语。	顳顬是一個醫學詞語。		lexical-context
8062	3	𬶮	8062_1	鱚	false	𬶮字	鱚字	domain-template	metalinguistic-fallback	图鉴中收录了𬶮这种鱼。	圖鑑中收錄了鱚這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
8072	3	骦	8072_1	驦	false	骕骦	驌驦	authored-example	project-authored	骕骦是一个较少见的词语。	驌驦是一個較少見的詞語。		lexical-context
8073	3	𬙋	8073_1	纕	false	𬙋字	纕字	domain-template	metalinguistic-fallback	古代织物记录中出现了𬙋。	古代織物記錄中出現了纕。	Traditional textiles / cordage: a rare character associated with fibres, silk, thread, rope, or textile production.	domain-template
8079	3	𬺓	8079_1	齼	false	𬺓字	齼字	domain-template	metalinguistic-fallback	古代医书中出现了𬺓。	古代醫書中出現了齼。	Historical anatomy / medicine: a rare character associated with the body, teeth, or an anatomical term.	domain-template
8082	3	鳠	8082_1	鱯	false	鳠字	鱯字	domain-template	metalinguistic-fallback	图鉴中收录了鳠这种鱼。	圖鑑中收錄了鱯這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
8083	3	鳡	8083_1	鱤	false	鳡字	鱤字	domain-template	metalinguistic-fallback	图鉴中收录了鳡这种鱼。	圖鑑中收錄了鱤這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
8084	3	鳣	8084_1	鱣	false	鳣舍	鱣舍	authored-example	project-authored	鳣舍是一种器物。	鱣舍是一種器物。		lexical-context
8092	3	鹴	8092_1	鸘	false	鹔鹴	鷫鸘	authored-example	project-authored	鹔鹴是一种鸟。	鷫鸘是一種鳥。		lexical-context
8096	3	鳤	8096_1	䲘	false	鳤字	䲘字	domain-template	metalinguistic-fallback	图鉴中收录了鳤这种鱼。	圖鑑中收錄了䲘這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
8100	3	𫚭	8100_1	鱲	false	𫚭字	鱲字	domain-template	metalinguistic-fallback	图鉴中收录了𫚭这种鱼。	圖鑑中收錄了鱲這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
