order	source_mapping	simplified	traditional	pinyin	taiwan_pinyin	meaning	simplified_sentence	traditional_sentence	example_source	example_source_id	source_sentence	pinyin_source	taiwan_pinyin_source
1085	5553_1	龟兹	龜茲	qiū cí		Kucha	、齐卢文、粟特文、和阗文、回鹘文、龟兹文等。	、齊盧文、粟特文、和闐文、回鶻文、龜茲文等。	leipzig	zho_wikipedia_2018_1M:999226	、齐卢文、粟特文、和阗文、回鹘文、龟兹文等。	CC-CEDICT	
1086	5554_1	焚毁	焚燬	fén huǐ		to burn down	，焚毁宫阙，留七日后方才离去。	，焚燬宮闕，留七日後方才離去。	leipzig	zho_wikipedia_2018_1M:685095	，焚毁宫阙，留七日后方才离去。	CC-CEDICT	
1087	5554_1	宫阙	宮闕	gōng què		palace	，焚毁宫阙，留七日后方才离去。	，焚燬宮闕，留七日後方才離去。	leipzig	zho_wikipedia_2018_1M:685095	，焚毁宫阙，留七日后方才离去。	CC-CEDICT	
1088	5554_1	方才	方才	fāng cái		just now	，焚毁宫阙，留七日后方才离去。	，焚燬宮闕，留七日後方才離去。	leipzig	zho_wikipedia_2018_1M:685095	，焚毁宫阙，留七日后方才离去。	CC-CEDICT	
1089	5554_1	离去	離去	lí qù		to leave	，焚毁宫阙，留七日后方才离去。	，焚燬宮闕，留七日後方才離去。	leipzig	zho_wikipedia_2018_1M:685095	，焚毁宫阙，留七日后方才离去。	CC-CEDICT	
1090	5566_1	江南	江南	jiāng nán		region of China immediately south of the…	空濛远黛，潋滟春池，江南形胜之时。	空濛遠黛，瀲灧春池，江南形勝之時。	leipzig	zho_news_2020_300K:227018	空濛远黛，潋滟春池，江南形胜之时。	CC-CEDICT	
1091	5566_1	形胜	形勝	xíng shèng		strategic	空濛远黛，潋滟春池，江南形胜之时。	空濛遠黛，瀲灧春池，江南形勝之時。	leipzig	zho_news_2020_300K:227018	空濛远黛，潋滟春池，江南形胜之时。	CC-CEDICT	
1092	5582_1	巍巍	巍巍	wēi wēi		towering	地处巍巍燕山山脉，滦河潮河纵贯南北，河北省承德市滦平县是沟通京冀蒙的交通要冲。	地處巍巍燕山山脈，灤河潮河縱貫南北，河北省承德市灤平縣是溝通京冀蒙的交通要衝。	leipzig	zho_news_2020_300K:108194	地处巍巍燕山山脉，滦河潮河纵贯南北，河北省承德市滦平县是沟通京冀蒙的交通要冲。	CC-CEDICT	
1093	5582_1	燕山	燕山	yān shān		Yan mountain range across north Hebei	地处巍巍燕山山脉，滦河潮河纵贯南北，河北省承德市滦平县是沟通京冀蒙的交通要冲。	地處巍巍燕山山脈，灤河潮河縱貫南北，河北省承德市灤平縣是溝通京冀蒙的交通要衝。	leipzig	zho_news_2020_300K:108194	地处巍巍燕山山脉，滦河潮河纵贯南北，河北省承德市滦平县是沟通京冀蒙的交通要冲。	CC-CEDICT	
1094	5582_1	河北省	河北省	hé běi shěng		Hebei Province	地处巍巍燕山山脉，滦河潮河纵贯南北，河北省承德市滦平县是沟通京冀蒙的交通要冲。	地處巍巍燕山山脈，灤河潮河縱貫南北，河北省承德市灤平縣是溝通京冀蒙的交通要衝。	leipzig	zho_news_2020_300K:108194	地处巍巍燕山山脉，滦河潮河纵贯南北，河北省承德市滦平县是沟通京冀蒙的交通要冲。	CC-CEDICT	
1095	5582_1	承德	承德	chéng dé		Chengde	地处巍巍燕山山脉，滦河潮河纵贯南北，河北省承德市滦平县是沟通京冀蒙的交通要冲。	地處巍巍燕山山脈，灤河潮河縱貫南北，河北省承德市灤平縣是溝通京冀蒙的交通要衝。	leipzig	zho_news_2020_300K:108194	地处巍巍燕山山脉，滦河潮河纵贯南北，河北省承德市滦平县是沟通京冀蒙的交通要冲。	CC-CEDICT	
1096	5589_1	威慑	威懾	wēi shè		to deter	军事打击和政治威慑使傅作义完全明白了自己的处境，遂下令退兵。	軍事打擊和政治威懾使傅作義完全明白了自己的處境，遂下令退兵。	leipzig	zho_news_2020_300K:67009	军事打击和政治威慑使傅作义完全明白了自己的处境，遂下令退兵。	CC-CEDICT	
1097	5589_1	处境	處境	chǔ jìng		situation	军事打击和政治威慑使傅作义完全明白了自己的处境，遂下令退兵。	軍事打擊和政治威懾使傅作義完全明白了自己的處境，遂下令退兵。	leipzig	zho_news_2020_300K:67009	军事打击和政治威慑使傅作义完全明白了自己的处境，遂下令退兵。	CC-CEDICT	
1098	5592_1	张骞	張騫	zhāng qiān		Zhang Qian	张骞出使西域后被发现，之后被带回汉朝。	張騫出使西域後被發現，之後被帶回漢朝。	leipzig	zho_news_2020_300K:138154	张骞出使西域后被发现，之后被带回汉朝。	CC-CEDICT	
1099	5592_1	西域	西域	xī yù		Western Regions	张骞出使西域后被发现，之后被带回汉朝。	張騫出使西域後被發現，之後被帶回漢朝。	leipzig	zho_news_2020_300K:138154	张骞出使西域后被发现，之后被带回汉朝。	CC-CEDICT	
1100	5592_1	汉朝	漢朝	hàn cháo		Han Dynasty	张骞出使西域后被发现，之后被带回汉朝。	張騫出使西域後被發現，之後被帶回漢朝。	leipzig	zho_news_2020_300K:138154	张骞出使西域后被发现，之后被带回汉朝。	CC-CEDICT	
1101	5593_1	太后	太后	tài hòu		Empress Dowager	窦太后忧死后，曹节、王甫因深恨窦氏，	竇太后憂死後，曹節、王甫因深恨竇氏，	leipzig	zho_wikipedia_2018_1M:765328	窦太后忧死后，曹节、王甫因深恨窦氏，	CC-CEDICT	
1102	5602_1	一连	一連	yī lián		in a row	一连三年的谩骂之后他们终于离婚了。	一連三年的謾罵之後他們終於離婚了。	tatoeba	1316151	一连三年的谩骂之后他们终于离婚了。	CC-CEDICT	
1103	5602_1	谩骂	謾罵	màn mà		to hurl abuse	一连三年的谩骂之后他们终于离婚了。	一連三年的謾罵之後他們終於離婚了。	tatoeba	1316151	一连三年的谩骂之后他们终于离婚了。	CC-CEDICT	
1104	5602_1	离婚	離婚	lí hūn		to divorce	一连三年的谩骂之后他们终于离婚了。	一連三年的謾罵之後他們終於離婚了。	tatoeba	1316151	一连三年的谩骂之后他们终于离婚了。	CC-CEDICT	
1105	5603_1	贬谪	貶謫	biǎn zhé		to banish from the court	二十三年的贬谪生活，并没有使他消沉颓唐。	二十三年的貶謫生活，並沒有使他消沉頹唐。	leipzig	zho_news_2020_300K:29609	二十三年的贬谪生活，并没有使他消沉颓唐。	CC-CEDICT	
1106	5603_1	消沉	消沉	xiāo chén		to sink into despondency	二十三年的贬谪生活，并没有使他消沉颓唐。	二十三年的貶謫生活，並沒有使他消沉頹唐。	leipzig	zho_news_2020_300K:29609	二十三年的贬谪生活，并没有使他消沉颓唐。	CC-CEDICT	
1107	5603_1	颓唐	頹唐	tuí táng		dispirited	二十三年的贬谪生活，并没有使他消沉颓唐。	二十三年的貶謫生活，並沒有使他消沉頹唐。	leipzig	zho_news_2020_300K:29609	二十三年的贬谪生活，并没有使他消沉颓唐。	CC-CEDICT	
1108	5607_1	令嫒	令嬡	lìng ài		your daughter (polite)	令嫒是一个较少见的词语。	令嬡是一個較少見的詞語。	authored	level-2/5607_1	令嫒是一个较少见的词语。	CC-CEDICT	
1109	5608_1	因子	因子	yīn zǐ		factor	母因子贵，司马适立为太子后，他的母亲也由才人升为淑媛（嫔妃的称号）。	母因子貴，司馬適立為太子後，他的母親也由才人升為淑媛（嬪妃的稱號）。	leipzig	zho_news_2020_300K:194593	母因子贵，司马适立为太子后，他的母亲也由才人升为淑媛（嫔妃的称号）。	CC-CEDICT	
1110	5608_1	太子	太子	tài zǐ		crown prince	母因子贵，司马适立为太子后，他的母亲也由才人升为淑媛（嫔妃的称号）。	母因子貴，司馬適立為太子後，他的母親也由才人升為淑媛（嬪妃的稱號）。	leipzig	zho_news_2020_300K:194593	母因子贵，司马适立为太子后，他的母亲也由才人升为淑媛（嫔妃的称号）。	CC-CEDICT	
1111	5608_1	嫔妃	嬪妃	pín fēi		imperial concubine	母因子贵，司马适立为太子后，他的母亲也由才人升为淑媛（嫔妃的称号）。	母因子貴，司馬適立為太子後，他的母親也由才人升為淑媛（嬪妃的稱號）。	leipzig	zho_news_2020_300K:194593	母因子贵，司马适立为太子后，他的母亲也由才人升为淑媛（嫔妃的称号）。	CC-CEDICT	
1112	5610_1	近日	近日	jìn rì		the past few days	近日，浙江丽水缙云县召开了一次别具一格的“颁奖仪式”。	近日，浙江麗水縉雲縣召開了一次別具一格的“頒獎儀式”。	leipzig	zho_news_2020_300K:270351	近日，浙江丽水缙云县召开了一次别具一格的“颁奖仪式”。	CC-CEDICT	
1113	5610_1	浙江	浙江	zhè jiāng		Zhejiang	近日，浙江丽水缙云县召开了一次别具一格的“颁奖仪式”。	近日，浙江麗水縉雲縣召開了一次別具一格的“頒獎儀式”。	leipzig	zho_news_2020_300K:270351	近日，浙江丽水缙云县召开了一次别具一格的“颁奖仪式”。	CC-CEDICT	
1114	5610_1	丽水	麗水	lì shuǐ		Lishui	近日，浙江丽水缙云县召开了一次别具一格的“颁奖仪式”。	近日，浙江麗水縉雲縣召開了一次別具一格的“頒獎儀式”。	leipzig	zho_news_2020_300K:270351	近日，浙江丽水缙云县召开了一次别具一格的“颁奖仪式”。	CC-CEDICT	
1115	5610_1	召开	召開	zhào kāi		to convene	近日，浙江丽水缙云县召开了一次别具一格的“颁奖仪式”。	近日，浙江麗水縉雲縣召開了一次別具一格的“頒獎儀式”。	leipzig	zho_news_2020_300K:270351	近日，浙江丽水缙云县召开了一次别具一格的“颁奖仪式”。	CC-CEDICT	
1116	5610_1	颁奖	頒獎	bān jiǎng		to confer an award	近日，浙江丽水缙云县召开了一次别具一格的“颁奖仪式”。	近日，浙江麗水縉雲縣召開了一次別具一格的“頒獎儀式”。	leipzig	zho_news_2020_300K:270351	近日，浙江丽水缙云县召开了一次别具一格的“颁奖仪式”。	CC-CEDICT	
1117	5611_1	换句话说	換句話說	huàn jù huà shuō		in other words	换句话说，腾讯方面在客户资质核验方面是否做到了细致缜密？	換句話說，騰訊方面在客戶資質核驗方面是否做到了細緻縝密？	leipzig	zho_news_2020_300K:159761	换句话说，腾讯方面在客户资质核验方面是否做到了细致缜密？	CC-CEDICT	
1118	5611_1	核验	核驗	hé yàn		to verify	换句话说，腾讯方面在客户资质核验方面是否做到了细致缜密？	換句話說，騰訊方面在客戶資質核驗方面是否做到了細緻縝密？	leipzig	zho_news_2020_300K:159761	换句话说，腾讯方面在客户资质核验方面是否做到了细致缜密？	CC-CEDICT	
1119	5611_1	做到	做到	zuò dào		to accomplish	换句话说，腾讯方面在客户资质核验方面是否做到了细致缜密？	換句話說，騰訊方面在客戶資質核驗方面是否做到了細緻縝密？	leipzig	zho_news_2020_300K:159761	换句话说，腾讯方面在客户资质核验方面是否做到了细致缜密？	CC-CEDICT	
1120	5611_1	缜密	縝密	zhěn mì		meticulous	换句话说，腾讯方面在客户资质核验方面是否做到了细致缜密？	換句話說，騰訊方面在客戶資質核驗方面是否做到了細緻縝密？	leipzig	zho_news_2020_300K:159761	换句话说，腾讯方面在客户资质核验方面是否做到了细致缜密？	CC-CEDICT	
1121	5612_1	考核	考核	kǎo hé		to examine	改进督查检查考核方式方法，切实减少“繁文缛节”。	改進督查檢查考核方式方法，切實減少“繁文縟節”。	leipzig	zho_news_2020_300K:164821	改进督查检查考核方式方法，切实减少“繁文缛节”。	CC-CEDICT	
1122	5612_1	切实	切實	qiè shí		feasible	改进督查检查考核方式方法，切实减少“繁文缛节”。	改進督查檢查考核方式方法，切實減少“繁文縟節”。	leipzig	zho_news_2020_300K:164821	改进督查检查考核方式方法，切实减少“繁文缛节”。	CC-CEDICT	
1123	5612_1	繁文	繁文	fán wén		convoluted	改进督查检查考核方式方法，切实减少“繁文缛节”。	改進督查檢查考核方式方法，切實減少“繁文縟節”。	leipzig	zho_news_2020_300K:164821	改进督查检查考核方式方法，切实减少“繁文缛节”。	CC-CEDICT	
1124	5614_1	海岛	海島	hǎi dǎo		island	、马骝洲等岛屿；三、领水则为以上陆地及海岛附近之水路；四、关闸至北山岭为“局外地”。	、馬騮洲等島嶼；三、領水則為以上陸地及海島附近之水路；四、關閘至北山嶺為“局外地”。	leipzig	zho_wikipedia_2018_1M:991028	、马骝洲等岛屿；三、领水则为以上陆地及海岛附近之水路；四、关闸至北山岭为“局外地”。	CC-CEDICT	
1125	5614_1	水路	水路	shuǐ lù		waterway	、马骝洲等岛屿；三、领水则为以上陆地及海岛附近之水路；四、关闸至北山岭为“局外地”。	、馬騮洲等島嶼；三、領水則為以上陸地及海島附近之水路；四、關閘至北山嶺為“局外地”。	leipzig	zho_wikipedia_2018_1M:991028	、马骝洲等岛屿；三、领水则为以上陆地及海岛附近之水路；四、关闸至北山岭为“局外地”。	CC-CEDICT	
1126	5614_1	山岭	山嶺	shān lǐng		mountain ridge	、马骝洲等岛屿；三、领水则为以上陆地及海岛附近之水路；四、关闸至北山岭为“局外地”。	、馬騮洲等島嶼；三、領水則為以上陸地及海島附近之水路；四、關閘至北山嶺為“局外地”。	leipzig	zho_wikipedia_2018_1M:991028	、马骝洲等岛屿；三、领水则为以上陆地及海岛附近之水路；四、关闸至北山岭为“局外地”。	CC-CEDICT	
1127	5614_1	外地	外地	wài dì		parts of the country other than where one is	、马骝洲等岛屿；三、领水则为以上陆地及海岛附近之水路；四、关闸至北山岭为“局外地”。	、馬騮洲等島嶼；三、領水則為以上陸地及海島附近之水路；四、關閘至北山嶺為“局外地”。	leipzig	zho_wikipedia_2018_1M:991028	、马骝洲等岛屿；三、领水则为以上陆地及海岛附近之水路；四、关闸至北山岭为“局外地”。	CC-CEDICT	
1128	5615_1	内外	內外	nèi wài		inside and outside	诏内外官缟素哭临，禁剃发百日。	詔內外官縞素哭臨，禁剃髮百日。	leipzig	zho_wikipedia_2018_1M:876352	诏内外官缟素哭临，禁剃发百日。	CC-CEDICT	
1129	5615_1	缟素	縞素	gǎo sù		white silk mourning dress	诏内外官缟素哭临，禁剃发百日。	詔內外官縞素哭臨，禁剃髮百日。	leipzig	zho_wikipedia_2018_1M:876352	诏内外官缟素哭临，禁剃发百日。	CC-CEDICT	
1130	5616_1	结缡	結縭	jié lí		to marry	自此与沈祖棻在战乱中结缡逆旅，辗转于长沙、武汉、	自此與沈祖棻在戰亂中結縭逆旅，輾轉於長沙、武漢、	leipzig	zho_wikipedia_2018_1M:822224	自此与沈祖棻在战乱中结缡逆旅，辗转于长沙、武汉、	CC-CEDICT	
1131	5616_1	逆旅	逆旅	nì lǚ		guest-house	自此与沈祖棻在战乱中结缡逆旅，辗转于长沙、武汉、	自此與沈祖棻在戰亂中結縭逆旅，輾轉於長沙、武漢、	leipzig	zho_wikipedia_2018_1M:822224	自此与沈祖棻在战乱中结缡逆旅，辗转于长沙、武汉、	CC-CEDICT	
1132	5616_1	长沙	長沙	cháng shā		Changsha	自此与沈祖棻在战乱中结缡逆旅，辗转于长沙、武汉、	自此與沈祖棻在戰亂中結縭逆旅，輾轉於長沙、武漢、	leipzig	zho_wikipedia_2018_1M:822224	自此与沈祖棻在战乱中结缡逆旅，辗转于长沙、武汉、	CC-CEDICT	
1133	5617_1	亲戚	親戚	qīn qi	qīn qī	a relative	我在武汉的一个好朋友的亲戚，他有其他的疾病，昨天自缢身亡。	我在武漢的一個好朋友的親戚，他有其他的疾病，昨天自縊身亡。	leipzig	zho_news_2020_300K:151330	我在武汉的一个好朋友的亲戚，他有其他的疾病，昨天自缢身亡。	CC-CEDICT	Taiwan MOE Concise Dictionary
1134	5617_1	自缢	自縊	zì yì		to hang oneself	我在武汉的一个好朋友的亲戚，他有其他的疾病，昨天自缢身亡。	我在武漢的一個好朋友的親戚，他有其他的疾病，昨天自縊身亡。	leipzig	zho_news_2020_300K:151330	我在武汉的一个好朋友的亲戚，他有其他的疾病，昨天自缢身亡。	CC-CEDICT	
1135	5617_1	身亡	身亡	shēn wáng		to die	我在武汉的一个好朋友的亲戚，他有其他的疾病，昨天自缢身亡。	我在武漢的一個好朋友的親戚，他有其他的疾病，昨天自縊身亡。	leipzig	zho_news_2020_300K:151330	我在武汉的一个好朋友的亲戚，他有其他的疾病，昨天自缢身亡。	CC-CEDICT	
1136	5619_1	古籍	古籍	gǔ jí		ancient text	古籍中用骟描述马匹。	古籍中用騸描述馬匹。	preexisting			CC-CEDICT	
1137	5619_1	描述	描述	miáo shù		to describe	古籍中用骟描述马匹。	古籍中用騸描述馬匹。	preexisting			CC-CEDICT	
1138	5625_1	故友	故友	gù yǒu		old friend	两位故友终于相觏。	兩位故友終於相覯。	preexisting			CC-CEDICT	
1139	5628_1	世代	世代	shì dài		for many generations	在上一个世代，邓小平的格言是“韬光养晦”。	在上一個世代，鄧小平的格言是“韜光養晦”。	leipzig	zho_news_2020_300K:98225	在上一个世代，邓小平的格言是“韬光养晦”。	CC-CEDICT	
1140	5628_1	格言	格言	gé yán		maxim	在上一个世代，邓小平的格言是“韬光养晦”。	在上一個世代，鄧小平的格言是“韜光養晦”。	leipzig	zho_news_2020_300K:98225	在上一个世代，邓小平的格言是“韬光养晦”。	CC-CEDICT	
1141	5628_1	韬光养晦	韜光養晦	tāo guāng yǎng huì		to hide one's light under a bushel	在上一个世代，邓小平的格言是“韬光养晦”。	在上一個世代，鄧小平的格言是“韜光養晦”。	leipzig	zho_news_2020_300K:98225	在上一个世代，邓小平的格言是“韬光养晦”。	CC-CEDICT	
1142	5629_1	云彩	雲彩	yún cai	yún cǎi	cloud	叆叇，原指云彩厚重，后来成了老花镜的别名。	靉靆，原指雲彩厚重，後來成了老花鏡的別名。	leipzig	zho_news_2020_300K:79437	叆叇，原指云彩厚重，后来成了老花镜的别名。	CC-CEDICT	Taiwan MOE Concise Dictionary
1143	5629_1	厚重	厚重	hòu zhòng		thick	叆叇，原指云彩厚重，后来成了老花镜的别名。	靉靆，原指雲彩厚重，後來成了老花鏡的別名。	leipzig	zho_news_2020_300K:79437	叆叇，原指云彩厚重，后来成了老花镜的别名。	CC-CEDICT	
1144	5629_1	别名	別名	bié míng		alias	叆叇，原指云彩厚重，后来成了老花镜的别名。	靉靆，原指雲彩厚重，後來成了老花鏡的別名。	leipzig	zho_news_2020_300K:79437	叆叇，原指云彩厚重，后来成了老花镜的别名。	CC-CEDICT	
1145	5644_1	猛虎	猛虎	měng hǔ		fierce tiger	心有猛虎，细嗅蔷薇。	心有猛虎，細嗅薔薇。	tatoeba	8496115	心有猛虎，细嗅蔷薇。	CC-CEDICT	
1146	5644_1	蔷薇	薔薇	qiáng wēi	qiáng wéi	Japanese rose	心有猛虎，细嗅蔷薇。	心有猛虎，細嗅薔薇。	tatoeba	8496115	心有猛虎，细嗅蔷薇。	CC-CEDICT	Taiwan MOE Concise Dictionary
1147	5652_1	正如	正如	zhèng rú		just as	正如“将相和”中的廉颇与蔺相如，只能相互配合，而不能相互较劲、盲目攀比。	正如“將相和”中的廉頗與藺相如，只能相互配合，而不能相互較勁、盲目攀比。	leipzig	zho_news_2020_300K:190668	正如“将相和”中的廉颇与蔺相如，只能相互配合，而不能相互较劲、盲目攀比。	CC-CEDICT	
1148	5652_1	蔺相如	藺相如	lìn xiāng rú		Ling Xiangru	正如“将相和”中的廉颇与蔺相如，只能相互配合，而不能相互较劲、盲目攀比。	正如“將相和”中的廉頗與藺相如，只能相互配合，而不能相互較勁、盲目攀比。	leipzig	zho_news_2020_300K:190668	正如“将相和”中的廉颇与蔺相如，只能相互配合，而不能相互较劲、盲目攀比。	CC-CEDICT	
1149	5652_1	配合	配合	pèi hé		matching	正如“将相和”中的廉颇与蔺相如，只能相互配合，而不能相互较劲、盲目攀比。	正如“將相和”中的廉頗與藺相如，只能相互配合，而不能相互較勁、盲目攀比。	leipzig	zho_news_2020_300K:190668	正如“将相和”中的廉颇与蔺相如，只能相互配合，而不能相互较劲、盲目攀比。	CC-CEDICT	
1150	5652_1	盲目	盲目	máng mù		blind	正如“将相和”中的廉颇与蔺相如，只能相互配合，而不能相互较劲、盲目攀比。	正如“將相和”中的廉頗與藺相如，只能相互配合，而不能相互較勁、盲目攀比。	leipzig	zho_news_2020_300K:190668	正如“将相和”中的廉颇与蔺相如，只能相互配合，而不能相互较劲、盲目攀比。	CC-CEDICT	
1151	5668_1	槟榔	檳榔	bīng lang	bīn láng	betel palm	这段描述的话犹如一颗槟榔，越咀嚼越有味。	這段描述的話猶如一顆檳榔，越咀嚼越有味。	leipzig	zho_news_2020_300K:277120	这段描述的话犹如一颗槟榔，越咀嚼越有味。	CC-CEDICT	Taiwan MOE Concise Dictionary
1152	5672_1	得很	得很	de hěn		very	这杯茶泡得很酽。	這杯茶泡得很釅。	preexisting			CC-CEDICT	
1153	5683_1	全市	全市	quán shì		whole city	全市各殡葬服务单位实行按日分时段预约祭扫。	全市各殯葬服務單位實行按日分時段預約祭掃。	leipzig	zho_news_2020_300K:61431	全市各殡葬服务单位实行按日分时段预约祭扫。	CC-CEDICT	
1154	5683_1	殡葬	殯葬	bìn zàng		funeral and interment	全市各殡葬服务单位实行按日分时段预约祭扫。	全市各殯葬服務單位實行按日分時段預約祭掃。	leipzig	zho_news_2020_300K:61431	全市各殡葬服务单位实行按日分时段预约祭扫。	CC-CEDICT	
1155	5683_1	服务	服務	fú wù		to serve	全市各殡葬服务单位实行按日分时段预约祭扫。	全市各殯葬服務單位實行按日分時段預約祭掃。	leipzig	zho_news_2020_300K:61431	全市各殡葬服务单位实行按日分时段预约祭扫。	CC-CEDICT	
1156	5683_1	预约	預約	yù yuē		booking	全市各殡葬服务单位实行按日分时段预约祭扫。	全市各殯葬服務單位實行按日分時段預約祭掃。	leipzig	zho_news_2020_300K:61431	全市各殡葬服务单位实行按日分时段预约祭扫。	CC-CEDICT	
1157	5685_1	胸无城府	胸無城府	xiōng wú chéng fǔ		open and candid	胸无城府，光风霁月，令我忆君之天真有如提孩。	胸無城府，光風霽月，令我憶君之天真有如提孩。	leipzig	zho_wikipedia_2018_1M:817681	胸无城府，光风霁月，令我忆君之天真有如提孩。	CC-CEDICT	
1158	5685_1	光风霁月	光風霽月	guāng fēng jì yuè		period of peace and prosperity	胸无城府，光风霁月，令我忆君之天真有如提孩。	胸無城府，光風霽月，令我憶君之天真有如提孩。	leipzig	zho_wikipedia_2018_1M:817681	胸无城府，光风霁月，令我忆君之天真有如提孩。	CC-CEDICT	
1159	5685_1	天真	天真	tiān zhēn		naive	胸无城府，光风霁月，令我忆君之天真有如提孩。	胸無城府，光風霽月，令我憶君之天真有如提孩。	leipzig	zho_wikipedia_2018_1M:817681	胸无城府，光风霁月，令我忆君之天真有如提孩。	CC-CEDICT	
1160	5685_1	有如	有如	yǒu rú		to be like sth	胸无城府，光风霁月，令我忆君之天真有如提孩。	胸無城府，光風霽月，令我憶君之天真有如提孩。	leipzig	zho_wikipedia_2018_1M:817681	胸无城府，光风霁月，令我忆君之天真有如提孩。	CC-CEDICT	
1161	5686_1	轩辕	軒轅	xuān yuán		Xuan Yuan	最近电视剧《轩辕剑之天之痕》热播。	最近電視劇《軒轅劍之天之痕》熱播。	leipzig	zho_news_2020_300K:178263	最近电视剧《轩辕剑之天之痕》热播。	CC-CEDICT	
1162	5690_1	龇牙	齜牙	zī yá		to bare one's teeth	人鬼妖各路货色都龇牙咧嘴做直播，弄虚作假，吹嘘显摆，各种假货。	人鬼妖各路貨色都齜牙咧嘴做直播，弄虛作假，吹噓顯擺，各種假貨。	leipzig	zho_news_2020_300K:33046	人鬼妖各路货色都龇牙咧嘴做直播，弄虚作假，吹嘘显摆，各种假货。	CC-CEDICT	
1163	5690_1	咧嘴	咧嘴	liě zuǐ		to draw back the corners of one's mouth	人鬼妖各路货色都龇牙咧嘴做直播，弄虚作假，吹嘘显摆，各种假货。	人鬼妖各路貨色都齜牙咧嘴做直播，弄虛作假，吹噓顯擺，各種假貨。	leipzig	zho_news_2020_300K:33046	人鬼妖各路货色都龇牙咧嘴做直播，弄虚作假，吹嘘显摆，各种假货。	CC-CEDICT	
1164	5690_1	弄虚作假	弄虛作假	nòng xū zuò jiǎ		to practice fraud	人鬼妖各路货色都龇牙咧嘴做直播，弄虚作假，吹嘘显摆，各种假货。	人鬼妖各路貨色都齜牙咧嘴做直播，弄虛作假，吹噓顯擺，各種假貨。	leipzig	zho_news_2020_300K:33046	人鬼妖各路货色都龇牙咧嘴做直播，弄虚作假，吹嘘显摆，各种假货。	CC-CEDICT	
1165	5690_1	吹嘘	吹噓	chuī xū		to brag	人鬼妖各路货色都龇牙咧嘴做直播，弄虚作假，吹嘘显摆，各种假货。	人鬼妖各路貨色都齜牙咧嘴做直播，弄虛作假，吹噓顯擺，各種假貨。	leipzig	zho_news_2020_300K:33046	人鬼妖各路货色都龇牙咧嘴做直播，弄虚作假，吹嘘显摆，各种假货。	CC-CEDICT	
1166	5691_1	牙龈炎	牙齦炎	yá yín yán		gingivitis	一个简单的牙齿检查显示他有牙龈炎。	一個簡單的牙齒檢查顯示他有牙齦炎。	tatoeba	503031	一个简单的牙齿检查显示他有牙龈炎。	CC-CEDICT	
1167	5700_1	暧昧	曖昧	ài mèi		vague	他们的关系有些暧昧。	他們的關係有些曖昧。	tatoeba	3054543	他们的关系有些暧昧。	CC-CEDICT	
1168	5702_1	踌躇	躊躇	chóu chú		to hesitate	每天，他依然踌躇满志、斗志昂扬。	每天，他依然躊躇滿志、鬥志昂揚。	leipzig	zho_news_2020_300K:195114	每天，他依然踌躇满志、斗志昂扬。	CC-CEDICT	
1169	5702_1	斗志	鬥志	dòu zhì		will to fight	每天，他依然踌躇满志、斗志昂扬。	每天，他依然躊躇滿志、鬥志昂揚。	leipzig	zho_news_2020_300K:195114	每天，他依然踌躇满志、斗志昂扬。	CC-CEDICT	
1170	5702_1	昂扬	昂揚	áng yáng		elated	每天，他依然踌躇满志、斗志昂扬。	每天，他依然躊躇滿志、鬥志昂揚。	leipzig	zho_news_2020_300K:195114	每天，他依然踌躇满志、斗志昂扬。	CC-CEDICT	
1171	5707_1	蝈蝈	蟈蟈	guō guo		katydid	、牙雕、漆雕、蝈蝈笼和吹糖人等传统艺术。	、牙雕、漆雕、蟈蟈籠和吹糖人等傳統藝術。	leipzig	zho_wikipedia_2018_1M:695292	、牙雕、漆雕、蝈蝈笼和吹糖人等传统艺术。	CC-CEDICT	
1172	5723_1	万民	萬民	wàn mín		all the people	轩辕乃脩德振兵，治五气，蓻五种，抚万民，度四方，教熊罴貔貅䝙虎，以与炎帝战于阪泉之野。	軒轅乃脩德振兵，治五氣，蓻五種，撫萬民，度四方，教熊羆貔貅貙虎，以與炎帝戰於阪泉之野。	leipzig	zho_wikipedia_2018_1M:892420	轩辕乃脩德振兵，治五气，蓻五种，抚万民，度四方，教熊罴貔貅䝙虎，以与炎帝战于阪泉之野。	CC-CEDICT	
1173	5723_1	四方	四方	sì fāng		four-way	轩辕乃脩德振兵，治五气，蓻五种，抚万民，度四方，教熊罴貔貅䝙虎，以与炎帝战于阪泉之野。	軒轅乃脩德振兵，治五氣，蓻五種，撫萬民，度四方，教熊羆貔貅貙虎，以與炎帝戰於阪泉之野。	leipzig	zho_wikipedia_2018_1M:892420	轩辕乃脩德振兵，治五气，蓻五种，抚万民，度四方，教熊罴貔貅䝙虎，以与炎帝战于阪泉之野。	CC-CEDICT	
1174	5723_1	貔貅	貔貅	pí xiū		also written 辟邪	轩辕乃脩德振兵，治五气，蓻五种，抚万民，度四方，教熊罴貔貅䝙虎，以与炎帝战于阪泉之野。	軒轅乃脩德振兵，治五氣，蓻五種，撫萬民，度四方，教熊羆貔貅貙虎，以與炎帝戰於阪泉之野。	leipzig	zho_wikipedia_2018_1M:892420	轩辕乃脩德振兵，治五气，蓻五种，抚万民，度四方，教熊罴貔貅䝙虎，以与炎帝战于阪泉之野。	CC-CEDICT	
