mapping_code	source_type	source_id	simplified_word	traditional_word	simplified_sentence	traditional_sentence	source_sentence
5669_1	authored	level-2/5669_1	甜槠	甜櫧	甜槠是一种植物。	甜櫧是一種植物。	甜槠是一种植物。
5683_1	leipzig	zho_news_2020_300K:61431	殡葬	殯葬	全市各殡葬服务单位实行按日分时段预约祭扫。	全市各殯葬服務單位實行按日分時段預約祭掃。	全市各殡葬服务单位实行按日分时段预约祭扫。
5685_1	leipzig	zho_wikipedia_2018_1M:817681	光风霁月	光風霽月	胸无城府，光风霁月，令我忆君之天真有如提孩。	胸無城府，光風霽月，令我憶君之天真有如提孩。	胸无城府，光风霁月，令我忆君之天真有如提孩。
5686_1	leipzig	zho_news_2020_300K:178263	轩辕	軒轅	最近电视剧《轩辕剑之天之痕》热播。	最近電視劇《軒轅劍之天之痕》熱播。	最近电视剧《轩辕剑之天之痕》热播。
5690_1	leipzig	zho_news_2020_300K:33046	龇牙咧嘴	齜牙咧嘴	人鬼妖各路货色都龇牙咧嘴做直播，弄虚作假，吹嘘显摆，各种假货。	人鬼妖各路貨色都齜牙咧嘴做直播，弄虛作假，吹噓顯擺，各種假貨。	人鬼妖各路货色都龇牙咧嘴做直播，弄虚作假，吹嘘显摆，各种假货。
5691_1	tatoeba	503031	牙龈	牙齦	一个简单的牙齿检查显示他有牙龈炎。	一個簡單的牙齒檢查顯示他有牙齦炎。	一个简单的牙齿检查显示他有牙龈炎。
5693_1	authored	level-2/5693_1	眍䁖	瞘瞜	眍䁖表示一种动作。	瞘瞜表示一種動作。	眍䁖表示一种动作。
5700_1	tatoeba	3054543	暧昧	曖昧	他们的关系有些暧昧。	他們的關係有些曖昧。	他们的关系有些暧昧。
5702_1	leipzig	zho_news_2020_300K:195114	踌躇	躊躇	每天，他依然踌躇满志、斗志昂扬。	每天，他依然躊躇滿志、鬥志昂揚。	每天，他依然踌躇满志、斗志昂扬。
5707_1	leipzig	zho_wikipedia_2018_1M:695292	蝈蝈	蟈蟈	、牙雕、漆雕、蝈蝈笼和吹糖人等传统艺术。	、牙雕、漆雕、蟈蟈籠和吹糖人等傳統藝術。	、牙雕、漆雕、蝈蝈笼和吹糖人等传统艺术。
5717_1	leipzig	zho_wikipedia_2018_1M:240573	刘鹗	劉鶚	刘鹗青年时期不愿走科举入仕道路，	劉鶚青年時期不願走科舉入仕道路，	刘鹗青年时期不愿走科举入仕道路，
5719_1	authored	level-2/5719_1	嘤其鸣矣	嚶其鳴矣	嘤其鸣矣是一个成语或固定说法。	嚶其鳴矣是一個成語或固定說法。	嘤其鸣矣是一个成语或固定说法。
5723_1	leipzig	zho_wikipedia_2018_1M:892420	熊罴	熊羆	轩辕乃脩德振兵，治五气，蓻五种，抚万民，度四方，教熊罴貔貅䝙虎，以与炎帝战于阪泉之野。	軒轅乃脩德振兵，治五氣，蓻五種，撫萬民，度四方，教熊羆貔貅貙虎，以與炎帝戰於阪泉之野。	轩辕乃脩德振兵，治五气，蓻五种，抚万民，度四方，教熊罴貔貅䝙虎，以与炎帝战于阪泉之野。
5728_1	authored	level-2/5728_1	赙仪	賻儀	赙仪是一个较少见的词语。	賻儀是一個較少見的詞語。	赙仪是一个较少见的词语。
5729_1	leipzig	zho_news_2020_300K:138059	罂粟	罌粟	张爱玲像是一朵艳丽的罂粟花，她蛊惑着世间，纵然也被这凡俗所蛊惑。	張愛玲像是一朵豔麗的罌粟花，她蠱惑著世間，縱然也被這凡俗所蠱惑。	张爱玲像是一朵艳丽的罂粟花，她蛊惑着世间，纵然也被这凡俗所蛊惑。
5732_1	tatoeba	632037	回鹘	回鶻	学回鹘语吧！	學回鶻語吧！	学回鹘语吧！
5733_1	leipzig	zho_news_2020_300K:286802	锲而不舍	鍥而不捨	锲而不舍能够把缺点转换为能量。	鍥而不捨能夠把缺點轉換為能量。	锲而不舍能够把缺点转换为能量。
5734_1	leipzig	zho_news_2020_300K:250163	蔡廷锴	蔡廷鍇	蒋氏随后让何应钦立即飞往上海，阻止蔡廷锴的行动。	蔣氏隨後讓何應欽立即飛往上海，阻止蔡廷鍇的行動。	蒋氏随后让何应钦立即飞往上海，阻止蔡廷锴的行动。
5735_1	leipzig	zho_wikipedia_2018_1M:655410	氧化锶	氧化鍶	氧化锶有时也用于生产适用于敏感性牙齿的牙膏。	氧化鍶有時也用於生產適用於敏感性牙齒的牙膏。	氧化锶有时也用于生产适用于敏感性牙齿的牙膏。
5736_1	leipzig	zho_news_2020_300K:147113	蔡锷	蔡鍔	戊戌六君子最有刚骨的谭嗣同，孙中山发起革命的左辅右弼黄兴、宋教仁，讨袁护国的蔡锷将军。	戊戌六君子最有剛骨的譚嗣同，孫中山發起革命的左輔右弼黃興、宋教仁，討袁護國的蔡鍔將軍。	戊戌六君子最有刚骨的谭嗣同，孙中山发起革命的左辅右弼黄兴、宋教仁，讨袁护国的蔡锷将军。
5738_1	tatoeba	918007	铿锵	鏗鏘	这个孩子正在铿铿锵锵地玩著他的玩具。	這個孩子正在鏗鏗鏘鏘地玩著他的玩具。	這個孩子正在鏗鏗鏘鏘地玩著他的玩具。
5739_1	leipzig	zho_wikipedia_2018_1M:264679	菱镁矿	菱鎂礦	，占中国固体硼储量94%，菱镁矿远景储量6亿吨，高岭土远景储量2000多万吨。	，佔中國固體硼儲量94%，菱鎂礦遠景儲量6億噸，高嶺土遠景儲量2000多萬噸。	，占中国固体硼储量94%，菱镁矿远景储量6亿吨，高岭土远景储量2000多万吨。
5740_1	tatoeba	918492	镂空	鏤空	她在她的衣服上做了镂空。	她在她的衣服上做了鏤空。	她在她的衣服上做了镂空。
5744_1	authored	level-2/5744_1	书箧	書篋	书箧是一种器物。	書篋是一種器物。	书箧是一种器物。
5749_1	leipzig	zho_wikipedia_2018_1M:471863	箪食壶浆	簞食壺漿	师道裨将杨可世闻燕人久欲内附，若王师入境必箪食壶浆以迎，乃将轻骑数千直欲取之。	師道裨將楊可世聞燕人久欲內附，若王師入境必簞食壺漿以迎，乃將輕騎數千直欲取之。	师道裨将杨可世闻燕人久欲内附，若王师入境必箪食壶浆以迎，乃将轻骑数千直欲取之。
5753_1	leipzig	zho_wikipedia_2018_1M:231289	符箓	符籙	，内丹与符箓的结合产生了新的符箓道派。	，內丹與符籙的結合產生了新的符籙道派。	，内丹与符箓的结合产生了新的符箓道派。
5767_1	leipzig	zho_news_2020_300K:214238	孙膑	孫臏	田忌采取孙膑的计策，不去赵国，直逼魏国。	田忌採取孫臏的計策，不去趙國，直逼魏國。	田忌采取孙膑的计策，不去赵国，直逼魏国。
5768_1	tatoeba	5248195	鲑鱼	鮭魚	这里卖的鲑鱼是品质最好的。	這裡賣的鮭魚是品質最好的。	這裡賣的鮭魚是品質最好的。
5769_1	tatoeba	1567823	鲔鱼	鮪魚	鲨鱼的皮比鲔鱼的皮粗糙多了。	鯊魚的皮比鮪魚的皮粗糙多了。	鯊魚的皮比鮪魚的皮粗糙多了。
5771_1	leipzig	zho_wikipedia_2018_1M:95651	马鲛鱼	馬鮫魚	主要有鳗鱼、对虾、大黄鱼、马鲛鱼、	主要有鰻魚、對蝦、大黃魚、馬鮫魚、	主要有鳗鱼、对虾、大黄鱼、马鲛鱼、
5772_1	leipzig	zho_wikipedia_2018_1M:994561	鲟鱼	鱘魚	鱼卵的数量可以相差很大，鲟鱼每次产子可达上百万，而育子之的刺鱼每次产子不超过一百。	魚卵的數量可以相差很大，鱘魚每次產子可達上百萬，而育子之的刺魚每次產子不超過一百。	鱼卵的数量可以相差很大，鲟鱼每次产子可达上百万，而育子之的刺鱼每次产子不超过一百。
5777_1	leipzig	zho_wikipedia_2018_1M:965981	饥馑	饑饉	随着冬天来临，许多殖民地定居者死于饥馑和疾病。	隨著冬天來臨，許多殖民地定居者死於饑饉和疾病。	随着冬天来临，许多殖民地定居者死于饥馑和疾病。
5778_1	leipzig	zho_wikipedia_2018_1M:945825	金銮殿	金鑾殿	“金銮殿”，明初称“奉天殿”，后称“皇极殿”，清朝时称“太和殿”。	“金鑾殿”，明初稱“奉天殿”，後稱“皇極殿”，清朝時稱“太和殿”。	“金銮殿”，明初称“奉天殿”，后称“皇极殿”，清朝时称“太和殿”。
5783_1	authored	level-2/5783_1	瘘管	瘻管	瘘管是一个医学词语。	瘻管是一個醫學詞語。	瘘管是一个医学词语。
5789_1	authored	level-2/5789_1	阚维雍	闞維雍	阚维雍是一个人名。	闞維雍是一個人名。	阚维雍是一个人名。
5791_1	authored	level-2/5791_1	茄鲞	茄鮝	茄鲞是一种食物。	茄鮝是一種食物。	茄鲞是一种食物。
5795_1	authored	level-2/5795_1	玉米糁	玉米糝	玉米糁是一种食物。	玉米糝是一種食物。	玉米糁是一种食物。
5797_1	leipzig	zho_news_2020_300K:263244	鸬鹚	鸕鷀	设计师反向利用了鸬鹚捕鱼的捕食链制作包装。	設計師反向利用了鸕鷀捕魚的捕食鏈製作包裝。	设计师反向利用了鸬鹚捕鱼的捕食链制作包装。
5805_1	leipzig	zho_news_2020_300K:227018	潋滟	瀲灩	空濛远黛，潋滟春池，江南形胜之时。	空濛遠黛，瀲灩春池，江南形勝之時。	空濛远黛，潋滟春池，江南形胜之时。
5812_1	leipzig	zho_news_2020_300K:175682	潍坊	濰坊	晚上九点左右，潍坊奎文区北宫东街附近下了十几分钟，大约有金丝小枣般大。	晚上九點左右，濰坊奎文區北宮東街附近下了十幾分鍾，大約有金絲小棗般大。	晚上九点左右，潍坊奎文区北宫东街附近下了十几分钟，大约有金丝小枣般大。
5818_1	authored	level-2/5818_1	谮言	譖言	谮言表示一种动作。	譖言表示一種動作。	谮言表示一种动作。
5822_1	leipzig	zho_news_2020_300K:173478	褴褛	襤褸	昔荒村旧院，衣衫褴褛，粗食又寒贫。	昔荒村舊院，衣衫襤褸，粗食又寒貧。	昔荒村旧院，衣衫褴褛，粗食又寒贫。
5824_1	leipzig	zho_wikipedia_2018_1M:676759	南谯	南譙	）、滁州经济技术开发区（国家级）、滁州高教科创城、琅琊新区、南谯新区。	）、滁州經濟技術開發區（國家級）、滁州高教科創城、琅琊新區、南譙新區。	）、滁州经济技术开发区（国家级）、滁州高教科创城、琅琊新区、南谯新区。
5825_1	leipzig	zho_wikipedia_2018_1M:232992	谰言	讕言	》写道：“长洲王韬作《遁窟谰言》（	》寫道：“長洲王韜作《遁窟讕言》（	》写道：“长洲王韬作《遁窟谰言》（
5826_1	leipzig	zho_news_2020_300K:191027	诡谲	詭譎	正是这些在现实中有迹可循的种种文化符号，赋予了《明日方舟》的剧情一种诡谲莫测又无比真实的观感。	正是這些在現實中有跡可循的種種文化符號，賦予了《明日方舟》的劇情一種詭譎莫測又無比真實的觀感。	正是这些在现实中有迹可循的种种文化符号，赋予了《明日方舟》的剧情一种诡谲莫测又无比真实的观感。
5829_1	leipzig	zho_wikipedia_2018_1M:464585	山鹛	山鶥	山鹛 虹膜褐色，嘴角质色，脚黄褐色。	山鶥 虹膜褐色，嘴角質色，腳黃褐色。	山鹛 虹膜褐色，嘴角质色，脚黄褐色。
5831_1	authored	level-2/5831_1	妃嫔媵嫱	妃嬪媵嬙	妃嫔媵嫱是一个较少见的词语。	妃嬪媵嬙是一個較少見的詞語。	妃嫔媵嫱是一个较少见的词语。
5840_1	tatoeba	2218592	趋之若鹜	趨之若鶩	越是禁忌的事情越是让人趋之若鹜。	越是禁忌的事情越是讓人趨之若鶩。	越是禁忌的事情越是让人趋之若鹜。
5841_1	leipzig	zho_news_2020_300K:183835	骠骑	驃騎	李密得到秦琼非常高兴，加以重用让他作骠骑将军。	李密得到秦瓊非常高興，加以重用讓他作驃騎將軍。	李密得到秦琼非常高兴，加以重用让他作骠骑将军。
5842_1	leipzig	zho_news_2020_300K:226092	缥缈	縹緲	秋光寂历，烟波缥缈，桂影扶疏。	秋光寂歷，煙波縹緲，桂影扶疏。	秋光寂历，烟波缥缈，桂影扶疏。
5843_1	authored	level-2/5843_1	烂缦	爛縵	烂缦是一个描写性质或状态的词。	爛縵是一個描寫性質或狀態的詞。	烂缦是一个描写性质或状态的词。
5844_1	authored	level-2/5844_1	缧绁	縲紲	缧绁是一个较少见的词语。	縲紲是一個較少見的詞語。	缧绁是一个较少见的词语。
5845_1	leipzig	zho_news_2020_300K:264880	请缨	請纓	请缨来黄冈，段阳说得斩钉截铁。	請纓來黃岡，段陽說得斬釘截鐵。	请缨来黄冈，段阳说得斩钉截铁。
5846_1	leipzig	zho_wikipedia_2018_1M:829876	杨文骢	楊文驄	與杨文骢同被押至建阳，拒降被殺。	與楊文驄同被押至建陽，拒降被殺。	與杨文骢同被押至建阳，拒降被殺。
5847_1	tatoeba	736535	未雨绸缪	未雨綢繆	你应该未雨绸缪，经常攒钱。	你應該未雨綢繆，經常攢錢。	你应该未雨绸缪，经常攒钱。
5848_1	leipzig	zho_news_2020_300K:195656	缫丝	繅絲	比如，仅黄帝就发明了养蚕、缫丝、舟车、文字、音律、算术、历法、棺椁、器皿等。	比如，僅黃帝就發明了養蠶、繅絲、舟車、文字、音律、算術、曆法、棺槨、器皿等。	比如，仅黄帝就发明了养蚕、缫丝、舟车、文字、音律、算术、历法、棺椁、器皿等。
5854_1	leipzig	zho_wikipedia_2018_1M:701217	璎珞	瓔珞	王着朝霞古贝，瞒络腰腹，下垂至胫，头戴金宝花冠，被真珠璎珞，足履革屣，耳悬金珰。	王著朝霞古貝，瞞絡腰腹，下垂至脛，頭戴金寶花冠，被真珠瓔珞，足履革屣，耳懸金璫。	王着朝霞古贝，瞒络腰腹，下垂至胫，头戴金宝花冠，被真珠璎珞，足履革屣，耳悬金珰。
5861_1	leipzig	zho_news_2020_300K:204315	采撷	採擷	湖南日报记者采撷他们的精彩观点，以飨读者。	湖南日報記者採擷他們的精彩觀點，以饗讀者。	湖南日报记者采撷他们的精彩观点，以飨读者。
5864_1	authored	level-2/5864_1	撸猫	擼貓	撸猫表示一种动作。	擼貓表示一種動作。	撸猫表示一种动作。
5867_1	leipzig	zho_wikipedia_2018_1M:311495	撺掇	攛掇	后来开科，有人撺掇肉贩去应试，说功名全靠祖上积德。	後來開科，有人攛掇肉販去應試，說功名全靠祖上積德。	后来开科，有人撺掇肉贩去应试，说功名全靠祖上积德。
5869_1	leipzig	zho_wikipedia_2018_1M:509626	昏聩	昏聵	总之，我将被指责为昏聩无知的老糊涂。”	總之，我將被指責為昏聵無知的老糊塗。”	总之，我将被指责为昏聩无知的老糊涂。”
5870_1	leipzig	zho_news_2020_300K:201094	朝觐	朝覲	洪武二十年（公元1387年），程本立被升任为长史，随周王入朝觐见。	洪武二十年（公元1387年），程本立被升任為長史，隨周王入朝覲見。	洪武二十年（公元1387年），程本立被升任为长史，随周王入朝觐见。
5871_1	leipzig	zho_news_2020_300K:192340	鞑靼	韃靼	此外，我认为影响俄罗斯现如今政策最重要的因素在于其反鞑靼人情结。	此外，我認為影響俄羅斯現如今政策最重要的因素在於其反韃靼人情結。	此外，我认为影响俄罗斯现如今政策最重要的因素在于其反鞑靼人情结。
5881_1	leipzig	zho_wikipedia_2018_1M:604023	蕲春	蘄春	，本地域分属魏弋阳郡和吴蕲春郡。	，本地域分屬魏弋陽郡和吳蘄春郡。	，本地域分属魏弋阳郡和吴蕲春郡。
5882_1	authored	level-2/5882_1	研几探赜	研幾探賾	研几探赜是一个成语或固定说法。	研幾探賾是一個成語或固定說法。	研几探赜是一个成语或固定说法。
5884_1	leipzig	zho_wikipedia_2018_1M:235747	帆樯	帆檣	，“凡枪炮刀锚之模式，帆樯桨橹之位置，无不躬自演试，殚竭思力”	，“凡槍炮刀錨之模式，帆檣槳櫓之位置，無不躬自演試，殫竭思力”	，“凡枪炮刀锚之模式，帆樯桨橹之位置，无不躬自演试，殚竭思力”
5892_1	leipzig	zho_news_2020_300K:262178	笑靥	笑靨	认真地平视和描画自己，不为仕途，只为事业，无论笑靥，还是泪滴！	認真地平視和描畫自己，不為仕途，只為事業，無論笑靨，還是淚滴！	认真地平视和描画自己，不为仕途，只为事业，无论笑靥，还是泪滴！
5893_1	leipzig	zho_news_2020_300K:149654	梦魇	夢魘	“我们约在春天相见，穿过这个冬天的梦魇 。	“我們約在春天相見，穿過這個冬天的夢魘 。	“我们约在春天相见，穿过这个冬天的梦魇 。
5894_1	authored	level-2/5894_1	饫甘餍肥	飫甘饜肥	饫甘餍肥是一个成语或固定说法。	飫甘饜肥是一個成語或固定說法。	饫甘餍肥是一个成语或固定说法。
5898_1	leipzig	zho_wikipedia_2018_1M:252998	辘轳	轆轤	勒勒车，古称辘轳车、罗罗车、牛牛车等，	勒勒車，古稱轆轤車、羅羅車、牛牛車等，	勒勒车，古称辘轳车、罗罗车、牛牛车等，
5899_1	leipzig	zho_wikipedia_2018_1M:596019	龃龉	齟齬	有以事力相龃龉者，委曲为调护。	有以事力相齟齬者，委曲為調護。	有以事力相龃龉者，委曲为调护。
5900_1	leipzig	zho_news_2020_300K:147016	龌龊	齷齪	懈怠懒惰与脱离群众都是我们工作上的弊端与恶劣表现，都是有损党和国家及个人形象的卑鄙龌龊的表现。	懈怠懶惰與脫離群眾都是我們工作上的弊端與惡劣表現，都是有損黨和國家及個人形象的卑鄙齷齪的表現。	懈怠懒惰与脱离群众都是我们工作上的弊端与恶劣表现，都是有损党和国家及个人形象的卑鄙龌龊的表现。
5901_1	tatoeba	13921881	面面相觑	面面相覷	系统在比赛前一刻全面崩溃，技术团队面面相觑，不知所措。	系統在比賽前一刻全面崩潰，技術團隊面面相覷，不知所措。	系統在比賽前一刻全面崩潰，技術團隊面面相覷，不知所措。
5908_1	leipzig	zho_news_2020_300K:91355	周颙	周顒	和周颙有共识的是唐朝食疗家孟诜，他在《食疗本草》中记述：“菘菜，治消渴，和羊肉甚美。	和周顒有共識的是唐朝食療家孟詵，他在《食療本草》中記述：“菘菜，治消渴，和羊肉甚美。	和周颙有共识的是唐朝食疗家孟诜，他在《食疗本草》中记述：“菘菜，治消渴，和羊肉甚美。
5915_1	authored	level-2/5915_1	跋前踬后	跋前躓後	跋前踬后是一个成语或固定说法。	跋前躓後是一個成語或固定說法。	跋前踬后是一个成语或固定说法。
5917_1	leipzig	zho_news_2020_300K:69609	踯躅	躑躅	别名 映山红、山石榴、山踯躅等，在我国南方分布广泛，	別名 映山紅、山石榴、山躑躅等，在我國南方分佈廣泛，	别名 映山红、山石榴、山踯躅等，在我国南方分布广泛，
5921_1	tatoeba	13572151	蝾螈	蠑螈	蝾螈是两栖类。	蠑螈是兩棲類。	蠑螈是兩棲類。
5928_1	leipzig	zho_news_2020_300K:40999	蝼蚁	螻蟻	他总是说：自身为蝼蚁，不过平常人。	他總是說：自身為螻蟻，不過平常人。	他总是说：自身为蝼蚁，不过平常人。
5931_1	leipzig	zho_news_2020_300K:38130	下颚	下顎	他们必须把下颚抬高，以便保持呼吸。	他們必須把下顎抬高，以便保持呼吸。	他们必须把下颚抬高，以便保持呼吸。
5935_1	tatoeba	13556406	咕噜	咕嚕	英文老师叽哩咕噜说啥呢？	英文老師嘰哩咕嚕說啥呢？	英文老師嘰哩咕嚕說啥呢？
5938_1	leipzig	zho_wikipedia_2018_1M:223306	颛顼	顓頊	其先颛顼后，周武王封其苗裔于邾。	其先顓頊後，周武王封其苗裔於邾。	其先颛顼后，周武王封其苗裔于邾。
5946_1	tatoeba	5152993	镊子	鑷子	你有没有镊子？	你有沒有鑷子？	你有没有镊子？
5947_1	authored	level-2/5947_1	硫化镉	硫化鎘	硫化镉是一种材料或化学物质。	硫化鎘是一種材料或化學物質。	硫化镉是一种材料或化学物质。
5948_1	leipzig	zho_news_2020_300K:75291	镌刻	鎸刻	半个世纪后，一位雕塑家把这一幕镌刻成了永恒。	半個世紀後，一位雕塑家把這一幕鎸刻成了永恆。	半个世纪后，一位雕塑家把这一幕镌刻成了永恒。
5949_1	leipzig	zho_wikipedia_2018_1M:737716	镍合金	鎳合金	白銅（铜镍合金）以外的都稱為青銅。	白銅（銅鎳合金）以外的都稱為青銅。	白銅（铜镍合金）以外的都稱為青銅。
5950_1	leipzig	zho_wikipedia_2018_1M:270653	镏金	鎦金	厅外有月台，台下有一对镏金铜狮。	廳外有月臺，臺下有一對鎦金銅獅。	厅外有月台，台下有一对镏金铜狮。
5951_1	authored	level-2/5951_1	吴征镒	吳徵鎰	吴征镒是一个人名。	吳徵鎰是一個人名。	吴征镒是一个人名。
5952_1	leipzig	zho_wikipedia_2018_1M:637804	砷化镓	砷化鎵	此外，砷化镓热导率较低，有利于高温下进行的加工。	此外，砷化鎵熱導率較低，有利於高溫下進行的加工。	此外，砷化镓热导率较低，有利于高温下进行的加工。
5953_1	leipzig	zho_wikipedia_2018_1M:936996	镔铁	鑌鐵	、邓州南阳等，云内州盛产一种叫做青镔铁的铁器。	、鄧州南陽等，雲內州盛產一種叫做青鑌鐵的鐵器。	、邓州南阳等，云内州盛产一种叫做青镔铁的铁器。
5956_1	leipzig	zho_news_2020_300K:89936	功亏一篑	功虧一簣	否则，稍一松懈，就可能前功尽弃、功亏一篑。	否則，稍一鬆懈，就可能前功盡棄、功虧一簣。	否则，稍一松懈，就可能前功尽弃、功亏一篑。
5965_1	authored	level-2/5965_1	纸鹞	紙鷂	纸鹞是一种器物。	紙鷂是一種器物。	纸鹞是一种器物。
5968_1	leipzig	zho_wikipedia_2018_1M:259766	骨鲠	骨鯁	“千古骨鲠之士”，“其才其学，皆足以辅之”。	“千古骨鯁之士”，“其才其學，皆足以輔之”。	“千古骨鲠之士”，“其才其学，皆足以辅之”。
5969_1	authored	level-2/5969_1	鳗鲡	鰻鱺	鳗鲡是一种动物。	鰻鱺是一種動物。	鳗鲡是一种动物。
5970_1	leipzig	zho_wikipedia_2018_1M:581435	鲢鱼	鰱魚	，晾干去鳞，用木棒槌捶打得像棉布一样柔软，再用鲢鱼皮线缝制而成。	，晾乾去鱗，用木棒槌捶打得像棉布一樣柔軟，再用鰱魚皮線縫製而成。	，晾干去鳞，用木棒槌捶打得像棉布一样柔软，再用鲢鱼皮线缝制而成。
5971_1	authored	level-2/5971_1	红鲣	紅鰹	红鲣是一种动物。	紅鰹是一種動物。	红鲣是一种动物。
5972_1	leipzig	zho_news_2020_300K:287164	鲥鱼	鰣魚	“长江三鲜”河豚、鲥鱼和刀鱼自从被端上饭桌后，就离灭绝更近一步了。	“長江三鮮”河豚、鰣魚和刀魚自從被端上飯桌後，就離滅絕更近一步了。	“长江三鲜”河豚、鲥鱼和刀鱼自从被端上饭桌后，就离灭绝更近一步了。
5974_1	authored	level-2/5974_1	黑鲩	黑鯇	黑鲩是一种动物。	黑鯇是一種動物。	黑鲩是一种动物。
5978_1	tatoeba	819277	馓子	饊子	这个馓子太好吃了！	這個饊子太好吃了！	这个馓子太好吃了！
5979_1	authored	level-2/5979_1	美馔	美饌	美馔是一种食物。	美饌是一種食物。	美馔是一种食物。
5986_1	leipzig	zho_wikipedia_2018_1M:758714	齑粉	齏粉	，神王吞入腹中，吐生了新的戴歐尼修斯，并用雷电将泰坦神炸成齑粉，从中糅造出人类。	，神王吞入腹中，吐生了新的戴歐尼修斯，並用雷電將泰坦神炸成齏粉，從中糅造出人類。	，神王吞入腹中，吐生了新的戴歐尼修斯，并用雷电将泰坦神炸成齑粉，从中糅造出人类。
6010_1	tatoeba	759655	定谳	定讞	法官判决定谳。	法官判決定讞。	法官判決定讞。
6011_1	leipzig	zho_news_2020_300K:173478	褴褛	襤褸	昔荒村旧院，衣衫褴褛，粗食又寒贫。	昔荒村舊院，衣衫襤褸，粗食又寒貧。	昔荒村旧院，衣衫褴褛，粗食又寒贫。
6014_1	authored	level-2/6014_1	谵妄	譫妄	谵妄是一个医学词语。	譫妄是一個醫學詞語。	谵妄是一个医学词语。
6016_1	authored	level-2/6016_1	刖足适屦	刖足適屨	刖足适屦是一个成语或固定说法。	刖足適屨是一個成語或固定說法。	刖足适屦是一个成语或固定说法。
6021_1	leipzig	zho_wikipedia_2018_1M:790675	缬氨酸	纈氨酸	缬氨酸是一种必需氨基酸，因此它必须被摄入，通常是以一种蛋白质组分的形式。	纈氨酸是一種必需氨基酸，因此它必須被攝入，通常是以一種蛋白質組分的形式。	缬氨酸是一种必需氨基酸，因此它必须被摄入，通常是以一种蛋白质组分的形式。
6022_1	leipzig	zho_news_2020_300K:196024	修缮	修繕	比如，鸟某中标循化县某文物修缮项目，真的合规吗？	比如，鳥某中標循化縣某文物修繕專案，真的合規嗎？	比如，鸟某中标循化县某文物修缮项目，真的合规吗？
6023_1	leipzig	zho_wikipedia_2018_1M:473152	彩缯	綵繒	：“帗舞者，析五彩缯，若汉灵星舞子所持是也。”	：“帗舞者，析五綵繒，若漢靈星舞子所持是也。”	：“帗舞者，析五彩缯，若汉灵星舞子所持是也。”
6042_1	leipzig	zho_news_2020_300K:249060	精神抖擞	精神抖擻	莫耶着陆后精神抖擞地走出机舱向人群挥手致意。	莫耶著陸後精神抖擻地走出機艙向人群揮手致意。	莫耶着陆后精神抖擞地走出机舱向人群挥手致意。
6045_1	leipzig	zho_wikipedia_2018_1M:376162	颞颥	顳顬	，在演化過程中失去兩個颞颥孔，但這理論還沒被普遍的接受。	，在演化過程中失去兩個顳顬孔，但這理論還沒被普遍的接受。	，在演化過程中失去兩個颞颥孔，但這理論還沒被普遍的接受。
6048_1	authored	level-2/6048_1	颟里颟顸	顢里顢頇	颟里颟顸是一个较少见的词语。	顢里顢頇是一個較少見的詞語。	颟里颟顸是一个较少见的词语。
6053_1	leipzig	zho_wikipedia_2018_1M:858240	渊薮	淵藪	襟江带海，从古数扬州；今更作人文渊薮。	襟江帶海，從古數揚州；今更作人文淵藪。	襟江带海，从古数扬州；今更作人文渊薮。
6061_1	leipzig	zho_wikipedia_2018_1M:150999	楼橹	樓櫓	以木为城，起楼橹，开四出门，其上皆得驰马来往。	以木為城，起樓櫓，開四出門，其上皆得馳馬來往。	以木为城，起楼橹，开四出门，其上皆得驰马来往。
6064_1	authored	level-2/6064_1	枸橼	枸櫞	枸橼是一种植物。	枸櫞是一種植物。	枸橼是一种植物。
6073_1	tatoeba	8744617	赝品	贋品	我觉得当汤姆发现他买来的画是赝品的时候，他会很生气。	我覺得當湯姆發現他買來的畫是贋品的時候，他會很生氣。	我觉得当汤姆发现他买来的画是赝品的时候，他会很生气。
6074_1	leipzig	zho_news_2020_300K:18906	飙升	飆升	世界各地的自行车销量都在飙升。	世界各地的腳踏車銷量都在飆升。	世界各地的自行车销量都在飙升。
6079_1	authored	level-2/6079_1	錾子	鏨子	錾子是一种器物。	鏨子是一種器物。	錾子是一种器物。
6080_1	authored	level-2/6080_1	车辚马啸	車轔馬嘯	车辚马啸是一个成语或固定说法。	車轔馬嘯是一個成語或固定說法。	车辚马啸是一个成语或固定说法。
6097_1	leipzig	zho_news_2020_300K:51865	螨虫	蟎蟲	但螨虫进入耳道后，并不安分，它会不停的爬动，刺激我们的耳膜，让我们的耳朵突发奇痒。	但蟎蟲進入耳道後，並不安分，它會不停的爬動，刺激我們的耳膜，讓我們的耳朵突發奇癢。	但螨虫进入耳道后，并不安分，它会不停的爬动，刺激我们的耳膜，让我们的耳朵突发奇痒。
6112_1	tatoeba	6559052	保镖	保鏢	保镖要求看她的身份证。	保鏢要求看她的身份證。	保镖要求看她的身份证。
6113_1	authored	level-2/6113_1	镗床	鏜牀	镗床是一种器物。	鏜牀是一種器物。	镗床是一种器物。
6115_1	authored	level-2/6115_1	钢镚	鋼鏰	钢镚是一个较少见的词语。	鋼鏰是一個較少見的詞語。	钢镚是一个较少见的词语。
6116_1	authored	level-2/6116_1	桂世镛	桂世鏞	桂世镛是一个人名。	桂世鏞是一個人名。	桂世镛是一个人名。
