official_no	level	simplified	mapping_code	traditional	inherited	simplified_example	traditional_example	example_source	original_example_source	simplified_sentence	traditional_sentence	field_usage	context_kind
5744	2	箧	5744_1	篋	false	书箧	書篋	authored-example	project-authored	书箧是一种器物。	書篋是一種器物。		lexical-context
5749	2	箪	5749_1	簞	false	箪食壶浆	簞食壺漿	corpus-example	leipzig:zho_wikipedia_2018_1M:471863	师道裨将杨可世闻燕人久欲内附，若王师入境必箪食壶浆以迎，乃将轻骑数千直欲取之。	師道裨將楊可世聞燕人久欲內附，若王師入境必簞食壺漿以迎，乃將輕騎數千直欲取之。		lexical-context
5753	2	箓	5753_1	籙	false	符箓	符籙	corpus-example	leipzig:zho_wikipedia_2018_1M:231289	，内丹与符箓的结合产生了新的符箓道派。	，內丹與符籙的結合產生了新的符籙道派。		lexical-context
5767	2	膑	5767_1	臏	false	孙膑	孫臏	corpus-example	leipzig:zho_news_2020_300K:214238	田忌采取孙膑的计策，不去赵国，直逼魏国。	田忌採取孫臏的計策，不去趙國，直逼魏國。		lexical-context
5768	2	鲑	5768_1	鮭	false	鲑鱼	鮭魚	corpus-example	tatoeba:5248195	这里卖的鲑鱼是品质最好的。	這裡賣的鮭魚是品質最好的。		lexical-context
5769	2	鲔	5769_1	鮪	false	鲔鱼	鮪魚	corpus-example	tatoeba:1567823	鲨鱼的皮比鲔鱼的皮粗糙多了。	鯊魚的皮比鮪魚的皮粗糙多了。		lexical-context
5770	2	鲚	5770_1	鱭	false	鲚字	鱭字	domain-template	metalinguistic-fallback	图鉴中收录了鲚这种鱼。	圖鑑中收錄了鱭這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
5771	2	鲛	5771_1	鮫	false	马鲛鱼	馬鮫魚	corpus-example	leipzig:zho_wikipedia_2018_1M:95651	主要有鳗鱼、对虾、大黄鱼、马鲛鱼、	主要有鰻魚、對蝦、大黃魚、馬鮫魚、		lexical-context
5772	2	鲟	5772_1	鱘	false	鲟鱼	鱘魚	corpus-example	leipzig:zho_wikipedia_2018_1M:994561	鱼卵的数量可以相差很大，鲟鱼每次产子可达上百万，而育子之的刺鱼每次产子不超过一百。	魚卵的數量可以相差很大，鱘魚每次產子可達上百萬，而育子之的刺魚每次產子不超過一百。		lexical-context
5777	2	馑	5777_1	饉	false	饥馑	饑饉	corpus-example	leipzig:zho_wikipedia_2018_1M:965981	随着冬天来临，许多殖民地定居者死于饥馑和疾病。	隨著冬天來臨，許多殖民地定居者死於饑饉和疾病。		lexical-context
5778	2	銮	5778_1	鑾	false	金銮殿	金鑾殿	corpus-example	leipzig:zho_wikipedia_2018_1M:945825	“金銮殿”，明初称“奉天殿”，后称“皇极殿”，清朝时称“太和殿”。	“金鑾殿”，明初稱“奉天殿”，後稱“皇極殿”，清朝時稱“太和殿”。		lexical-context
5783	2	瘘	5783_1	瘻	false	瘘管	瘻管	authored-example	project-authored	瘘管是一个医学词语。	瘻管是一個醫學詞語。		lexical-context
5789	2	阚	5789_1	闞	false	阚维雍	闞維雍	authored-example	project-authored	阚维雍是一个人名。	闞維雍是一個人名。		lexical-context
5791	2	鲞	5791_1	鮝	false	茄鲞	茄鮝	authored-example	project-authored	茄鲞是一种食物。	茄鮝是一種食物。		lexical-context
5795	2	糁	5795_1	糝	false	玉米糁	玉米糝	authored-example	project-authored	玉米糁是一种食物。	玉米糝是一種食物。		lexical-context
5797	2	鹚	5797_1	鷀	false	鸬鹚	鸕鷀	corpus-example	leipzig:zho_news_2020_300K:263244	设计师反向利用了鸬鹚捕鱼的捕食链制作包装。	設計師反向利用了鸕鷀捕魚的捕食鏈製作包裝。		lexical-context
5805	2	潋	5805_1	瀲	false	潋滟	瀲灩	corpus-example	leipzig:zho_news_2020_300K:227018	空濛远黛，潋滟春池，江南形胜之时。	空濛遠黛，瀲灩春池，江南形勝之時。		lexical-context
5812	2	潍	5812_1	濰	false	潍坊	濰坊	corpus-example	leipzig:zho_news_2020_300K:175682	晚上九点左右，潍坊奎文区北宫东街附近下了十几分钟，大约有金丝小枣般大。	晚上九點左右，濰坊奎文區北宮東街附近下了十幾分鍾，大約有金絲小棗般大。		lexical-context
5818	2	谮	5818_1	譖	false	谮言	譖言	authored-example	project-authored	谮言表示一种动作。	譖言表示一種動作。		lexical-context
5822	2	褛	5822_1	褸	false	褴褛	襤褸	corpus-example	leipzig:zho_news_2020_300K:173478	昔荒村旧院，衣衫褴褛，粗食又寒贫。	昔荒村舊院，衣衫襤褸，粗食又寒貧。		lexical-context
5824	2	谯	5824_1	譙	false	南谯	南譙	corpus-example	leipzig:zho_wikipedia_2018_1M:676759	）、滁州经济技术开发区（国家级）、滁州高教科创城、琅琊新区、南谯新区。	）、滁州經濟技術開發區（國家級）、滁州高教科創城、琅琊新區、南譙新區。		lexical-context
5825	2	谰	5825_1	讕	false	谰言	讕言	corpus-example	leipzig:zho_wikipedia_2018_1M:232992	》写道：“长洲王韬作《遁窟谰言》（	》寫道：“長洲王韜作《遁窟讕言》（		lexical-context
5826	2	谲	5826_1	譎	false	诡谲	詭譎	corpus-example	leipzig:zho_news_2020_300K:191027	正是这些在现实中有迹可循的种种文化符号，赋予了《明日方舟》的剧情一种诡谲莫测又无比真实的观感。	正是這些在現實中有跡可循的種種文化符號，賦予了《明日方舟》的劇情一種詭譎莫測又無比真實的觀感。		lexical-context
5829	2	鹛	5829_1	鶥	false	山鹛	山鶥	corpus-example	leipzig:zho_wikipedia_2018_1M:464585	山鹛 虹膜褐色，嘴角质色，脚黄褐色。	山鶥 虹膜褐色，嘴角質色，腳黃褐色。		lexical-context
5831	2	嫱	5831_1	嬙	false	妃嫔媵嫱	妃嬪媵嬙	authored-example	project-authored	妃嫔媵嫱是一个较少见的词语。	妃嬪媵嬙是一個較少見的詞語。		lexical-context
5840	2	鹜	5840_1	鶩	false	趋之若鹜	趨之若鶩	corpus-example	tatoeba:2218592	越是禁忌的事情越是让人趋之若鹜。	越是禁忌的事情越是讓人趨之若鶩。		lexical-context
5841	2	骠	5841_1	驃	false	骠骑	驃騎	corpus-example	leipzig:zho_news_2020_300K:183835	李密得到秦琼非常高兴，加以重用让他作骠骑将军。	李密得到秦瓊非常高興，加以重用讓他作驃騎將軍。		lexical-context
5842	2	缥	5842_1	縹	false	缥缈	縹緲	corpus-example	leipzig:zho_news_2020_300K:226092	秋光寂历，烟波缥缈，桂影扶疏。	秋光寂歷，煙波縹緲，桂影扶疏。		lexical-context
5843	2	缦	5843_1	縵	false	烂缦	爛縵	authored-example	project-authored	烂缦是一个描写性质或状态的词。	爛縵是一個描寫性質或狀態的詞。		lexical-context
5844	2	缧	5844_1	縲	false	缧绁	縲紲	authored-example	project-authored	缧绁是一个较少见的词语。	縲紲是一個較少見的詞語。		lexical-context
5845	2	缨	5845_1	纓	false	请缨	請纓	corpus-example	leipzig:zho_news_2020_300K:264880	请缨来黄冈，段阳说得斩钉截铁。	請纓來黃岡，段陽說得斬釘截鐵。		lexical-context
5846	2	骢	5846_1	驄	false	杨文骢	楊文驄	corpus-example	leipzig:zho_wikipedia_2018_1M:829876	與杨文骢同被押至建阳，拒降被殺。	與楊文驄同被押至建陽，拒降被殺。		lexical-context
5847	2	缪	5847_1	繆	false	未雨绸缪	未雨綢繆	corpus-example	tatoeba:736535	你应该未雨绸缪，经常攒钱。	你應該未雨綢繆，經常攢錢。		lexical-context
5848	2	缫	5848_1	繅	false	缫丝	繅絲	corpus-example	leipzig:zho_news_2020_300K:195656	比如，仅黄帝就发明了养蚕、缫丝、舟车、文字、音律、算术、历法、棺椁、器皿等。	比如，僅黃帝就發明了養蠶、繅絲、舟車、文字、音律、算術、曆法、棺槨、器皿等。		lexical-context
5850	2	耧	5850_1	耬	false	耧字	耬字	domain-template	metalinguistic-fallback	古代器物记录中提到了耧。	古代器物記錄中提到了耬。	Historical tools and material culture: a rare character used for an implement, object, or craft process.	domain-template
5854	2	璎	5854_1	瓔	false	璎珞	瓔珞	corpus-example	leipzig:zho_wikipedia_2018_1M:701217	王着朝霞古贝，瞒络腰腹，下垂至胫，头戴金宝花冠，被真珠璎珞，足履革屣，耳悬金珰。	王著朝霞古貝，瞞絡腰腹，下垂至脛，頭戴金寶花冠，被真珠瓔珞，足履革屣，耳懸金璫。		lexical-context
5861	2	撷	5861_1	擷	false	采撷	採擷	corpus-example	leipzig:zho_news_2020_300K:204315	湖南日报记者采撷他们的精彩观点，以飨读者。	湖南日報記者採擷他們的精彩觀點，以饗讀者。		lexical-context
5864	2	撸	5864_1	擼	false	撸猫	擼貓	authored-example	project-authored	撸猫表示一种动作。	擼貓表示一種動作。		lexical-context
5867	2	撺	5867_1	攛	false	撺掇	攛掇	corpus-example	leipzig:zho_wikipedia_2018_1M:311495	后来开科，有人撺掇肉贩去应试，说功名全靠祖上积德。	後來開科，有人攛掇肉販去應試，說功名全靠祖上積德。		lexical-context
5869	2	聩	5869_1	聵	false	昏聩	昏聵	corpus-example	leipzig:zho_wikipedia_2018_1M:509626	总之，我将被指责为昏聩无知的老糊涂。”	總之，我將被指責為昏聵無知的老糊塗。”		lexical-context
5870	2	觐	5870_1	覲	false	朝觐	朝覲	corpus-example	leipzig:zho_news_2020_300K:201094	洪武二十年（公元1387年），程本立被升任为长史，随周王入朝觐见。	洪武二十年（公元1387年），程本立被升任為長史，隨周王入朝覲見。		lexical-context
5871	2	鞑	5871_1	韃	false	鞑靼	韃靼	corpus-example	leipzig:zho_news_2020_300K:192340	此外，我认为影响俄罗斯现如今政策最重要的因素在于其反鞑靼人情结。	此外，我認為影響俄羅斯現如今政策最重要的因素在於其反韃靼人情結。		lexical-context
5873	2	鞒	5873_1	鞽	false	鞒字	鞽字	domain-template	metalinguistic-fallback	古代器物记录中提到了鞒。	古代器物記錄中提到了鞽。	Historical tools and material culture: a rare character used for an implement, object, or craft process.	domain-template
5881	2	蕲	5881_1	蘄	false	蕲春	蘄春	corpus-example	leipzig:zho_wikipedia_2018_1M:604023	，本地域分属魏弋阳郡和吴蕲春郡。	，本地域分屬魏弋陽郡和吳蘄春郡。		lexical-context
5882	2	赜	5882_1	賾	false	研几探赜	研幾探賾	authored-example	project-authored	研几探赜是一个成语或固定说法。	研幾探賾是一個成語或固定說法。		lexical-context
5884	2	樯	5884_1	檣	false	帆樯	帆檣	corpus-example	leipzig:zho_wikipedia_2018_1M:235747	，“凡枪炮刀锚之模式，帆樯桨橹之位置，无不躬自演试，殚竭思力”	，“凡槍炮刀錨之模式，帆檣槳櫓之位置，無不躬自演試，殫竭思力”		lexical-context
5892	2	靥	5892_1	靨	false	笑靥	笑靨	corpus-example	leipzig:zho_news_2020_300K:262178	认真地平视和描画自己，不为仕途，只为事业，无论笑靥，还是泪滴！	認真地平視和描畫自己，不為仕途，只為事業，無論笑靨，還是淚滴！		lexical-context
5893	2	魇	5893_1	魘	false	梦魇	夢魘	corpus-example	leipzig:zho_news_2020_300K:149654	“我们约在春天相见，穿过这个冬天的梦魇 。	“我們約在春天相見，穿過這個冬天的夢魘 。		lexical-context
5894	2	餍	5894_1	饜	false	饫甘餍肥	飫甘饜肥	authored-example	project-authored	饫甘餍肥是一个成语或固定说法。	飫甘饜肥是一個成語或固定說法。		lexical-context
5898	2	辘	5898_1	轆	false	辘轳	轆轤	corpus-example	leipzig:zho_wikipedia_2018_1M:252998	勒勒车，古称辘轳车、罗罗车、牛牛车等，	勒勒車，古稱轆轤車、羅羅車、牛牛車等，		lexical-context
5899	2	龉	5899_1	齬	false	龃龉	齟齬	corpus-example	leipzig:zho_wikipedia_2018_1M:596019	有以事力相龃龉者，委曲为调护。	有以事力相齟齬者，委曲為調護。		lexical-context
5900	2	龊	5900_1	齪	false	龌龊	齷齪	corpus-example	leipzig:zho_news_2020_300K:147016	懈怠懒惰与脱离群众都是我们工作上的弊端与恶劣表现，都是有损党和国家及个人形象的卑鄙龌龊的表现。	懈怠懶惰與脫離群眾都是我們工作上的弊端與惡劣表現，都是有損黨和國家及個人形象的卑鄙齷齪的表現。		lexical-context
5901	2	觑	5901_1	覷	false	面面相觑	面面相覷	corpus-example	tatoeba:13921881	系统在比赛前一刻全面崩溃，技术团队面面相觑，不知所措。	系統在比賽前一刻全面崩潰，技術團隊面面相覷，不知所措。		lexical-context
5908	2	颙	5908_1	顒	false	周颙	周顒	corpus-example	leipzig:zho_news_2020_300K:91355	和周颙有共识的是唐朝食疗家孟诜，他在《食疗本草》中记述：“菘菜，治消渴，和羊肉甚美。	和周顒有共識的是唐朝食療家孟詵，他在《食療本草》中記述：“菘菜，治消渴，和羊肉甚美。		lexical-context
5915	2	踬	5915_1	躓	false	跋前踬后	跋前躓後	authored-example	project-authored	跋前踬后是一个成语或固定说法。	跋前躓後是一個成語或固定說法。		lexical-context
5917	2	踯	5917_1	躑	false	踯躅	躑躅	corpus-example	leipzig:zho_news_2020_300K:69609	别名 映山红、山石榴、山踯躅等，在我国南方分布广泛，	別名 映山紅、山石榴、山躑躅等，在我國南方分佈廣泛，		lexical-context
5921	2	蝾	5921_1	蠑	false	蝾螈	蠑螈	corpus-example	tatoeba:13572151	蝾螈是两栖类。	蠑螈是兩棲類。		lexical-context
5928	2	蝼	5928_1	螻	false	蝼蚁	螻蟻	corpus-example	leipzig:zho_news_2020_300K:40999	他总是说：自身为蝼蚁，不过平常人。	他總是說：自身為螻蟻，不過平常人。		lexical-context
5931	2	颚	5931_1	顎	false	下颚	下顎	corpus-example	leipzig:zho_news_2020_300K:38130	他们必须把下颚抬高，以便保持呼吸。	他們必須把下顎抬高，以便保持呼吸。		lexical-context
5935	2	噜	5935_1	嚕	false	咕噜	咕嚕	corpus-example	tatoeba:13556406	英文老师叽哩咕噜说啥呢？	英文老師嘰哩咕嚕說啥呢？		lexical-context
5938	2	颛	5938_1	顓	false	颛顼	顓頊	corpus-example	leipzig:zho_wikipedia_2018_1M:223306	其先颛顼后，周武王封其苗裔于邾。	其先顓頊後，周武王封其苗裔於邾。		lexical-context
5946	2	镊	5946_1	鑷	false	镊子	鑷子	corpus-example	tatoeba:5152993	你有没有镊子？	你有沒有鑷子？		lexical-context
5947	2	镉	5947_1	鎘	false	硫化镉	硫化鎘	authored-example	project-authored	硫化镉是一种材料或化学物质。	硫化鎘是一種材料或化學物質。		lexical-context
5948	2	镌	5948_1	鎸	false	镌刻	鎸刻	corpus-example	leipzig:zho_news_2020_300K:75291	半个世纪后，一位雕塑家把这一幕镌刻成了永恒。	半個世紀後，一位雕塑家把這一幕鎸刻成了永恆。		lexical-context
5949	2	镍	5949_1	鎳	false	镍合金	鎳合金	corpus-example	leipzig:zho_wikipedia_2018_1M:737716	白銅（铜镍合金）以外的都稱為青銅。	白銅（銅鎳合金）以外的都稱為青銅。		lexical-context
5950	2	镏	5950_1	鎦	false	镏金	鎦金	corpus-example	leipzig:zho_wikipedia_2018_1M:270653	厅外有月台，台下有一对镏金铜狮。	廳外有月臺，臺下有一對鎦金銅獅。		lexical-context
5951	2	镒	5951_1	鎰	false	吴征镒	吳徵鎰	authored-example	project-authored	吴征镒是一个人名。	吳徵鎰是一個人名。		lexical-context
5952	2	镓	5952_1	鎵	false	砷化镓	砷化鎵	corpus-example	leipzig:zho_wikipedia_2018_1M:637804	此外，砷化镓热导率较低，有利于高温下进行的加工。	此外，砷化鎵熱導率較低，有利於高溫下進行的加工。		lexical-context
5953	2	镔	5953_1	鑌	false	镔铁	鑌鐵	corpus-example	leipzig:zho_wikipedia_2018_1M:936996	、邓州南阳等，云内州盛产一种叫做青镔铁的铁器。	、鄧州南陽等，雲內州盛產一種叫做青鑌鐵的鐵器。		lexical-context
5956	2	篑	5956_1	簣	false	功亏一篑	功虧一簣	corpus-example	leipzig:zho_news_2020_300K:89936	否则，稍一松懈，就可能前功尽弃、功亏一篑。	否則，稍一鬆懈，就可能前功盡棄、功虧一簣。		lexical-context
5965	2	鹞	5965_1	鷂	false	纸鹞	紙鷂	authored-example	project-authored	纸鹞是一种器物。	紙鷂是一種器物。		lexical-context
5968	2	鲠	5968_1	鯁	false	骨鲠	骨鯁	corpus-example	leipzig:zho_wikipedia_2018_1M:259766	“千古骨鲠之士”，“其才其学，皆足以辅之”。	“千古骨鯁之士”，“其才其學，皆足以輔之”。		lexical-context
5969	2	鲡	5969_1	鱺	false	鳗鲡	鰻鱺	authored-example	project-authored	鳗鲡是一种动物。	鰻鱺是一種動物。		lexical-context
5970	2	鲢	5970_1	鰱	false	鲢鱼	鰱魚	corpus-example	leipzig:zho_wikipedia_2018_1M:581435	，晾干去鳞，用木棒槌捶打得像棉布一样柔软，再用鲢鱼皮线缝制而成。	，晾乾去鱗，用木棒槌捶打得像棉布一樣柔軟，再用鰱魚皮線縫製而成。		lexical-context
5971	2	鲣	5971_1	鰹	false	红鲣	紅鰹	authored-example	project-authored	红鲣是一种动物。	紅鰹是一種動物。		lexical-context
5972	2	鲥	5972_1	鰣	false	鲥鱼	鰣魚	corpus-example	leipzig:zho_news_2020_300K:287164	“长江三鲜”河豚、鲥鱼和刀鱼自从被端上饭桌后，就离灭绝更近一步了。	“長江三鮮”河豚、鰣魚和刀魚自從被端上飯桌後，就離滅絕更近一步了。		lexical-context
5973	2	鲧	5973_1	鯀	false	鲧字	鯀字	domain-template	metalinguistic-fallback	图鉴中收录了鲧这种鱼。	圖鑑中收錄了鯀這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
5974	2	鲩	5974_1	鯇	false	黑鲩	黑鯇	authored-example	project-authored	黑鲩是一种动物。	黑鯇是一種動物。		lexical-context
5977	2	觯	5977_1	觶	false	觯字	觶字	domain-template	metalinguistic-fallback	古代礼制记载中出现了觯。	古代禮制記載中出現了觶。	Ancient ritual and material culture: a rare character associated with ceremony, offerings, dress, or ritual objects.	domain-template
5978	2	馓	5978_1	饊	false	馓子	饊子	corpus-example	tatoeba:819277	这个馓子太好吃了！	這個饊子太好吃了！		lexical-context
5979	2	馔	5979_1	饌	false	美馔	美饌	authored-example	project-authored	美馔是一种食物。	美饌是一種食物。		lexical-context
5986	2	齑	5986_1	齏	false	齑粉	齏粉	corpus-example	leipzig:zho_wikipedia_2018_1M:758714	，神王吞入腹中，吐生了新的戴歐尼修斯，并用雷电将泰坦神炸成齑粉，从中糅造出人类。	，神王吞入腹中，吐生了新的戴歐尼修斯，並用雷電將泰坦神炸成齏粉，從中糅造出人類。		lexical-context
6010	2	谳	6010_1	讞	false	定谳	定讞	corpus-example	tatoeba:759655	法官判决定谳。	法官判決定讞。		lexical-context
6011	2	褴	6011_1	襤	false	褴褛	襤褸	corpus-example	leipzig:zho_news_2020_300K:173478	昔荒村旧院，衣衫褴褛，粗食又寒贫。	昔荒村舊院，衣衫襤褸，粗食又寒貧。		lexical-context
6014	2	谵	6014_1	譫	false	谵妄	譫妄	authored-example	project-authored	谵妄是一个医学词语。	譫妄是一個醫學詞語。		lexical-context
6016	2	屦	6016_1	屨	false	刖足适屦	刖足適屨	authored-example	project-authored	刖足适屦是一个成语或固定说法。	刖足適屨是一個成語或固定說法。		lexical-context
6021	2	缬	6021_1	纈	false	缬氨酸	纈氨酸	corpus-example	leipzig:zho_wikipedia_2018_1M:790675	缬氨酸是一种必需氨基酸，因此它必须被摄入，通常是以一种蛋白质组分的形式。	纈氨酸是一種必需氨基酸，因此它必須被攝入，通常是以一種蛋白質組分的形式。		lexical-context
6022	2	缮	6022_1	繕	false	修缮	修繕	corpus-example	leipzig:zho_news_2020_300K:196024	比如，鸟某中标循化县某文物修缮项目，真的合规吗？	比如，鳥某中標循化縣某文物修繕專案，真的合規嗎？		lexical-context
6023	2	缯	6023_1	繒	false	彩缯	綵繒	corpus-example	leipzig:zho_wikipedia_2018_1M:473152	：“帗舞者，析五彩缯，若汉灵星舞子所持是也。”	：“帗舞者，析五綵繒，若漢靈星舞子所持是也。”		lexical-context
6024	2	骣	6024_1	驏	false	骣字	驏字	domain-template	metalinguistic-fallback	古籍中用骣描述马匹。	古籍中用驏描述馬匹。	Historical transport / equine terminology: a rare character associated with horses, riding, or carriage travel.	domain-template
6042	2	擞	6042_1	擻	false	精神抖擞	精神抖擻	corpus-example	leipzig:zho_news_2020_300K:249060	莫耶着陆后精神抖擞地走出机舱向人群挥手致意。	莫耶著陸後精神抖擻地走出機艙向人群揮手致意。		lexical-context
6045	2	颞	6045_1	顳	false	颞颥	顳顬	corpus-example	leipzig:zho_wikipedia_2018_1M:376162	，在演化過程中失去兩個颞颥孔，但這理論還沒被普遍的接受。	，在演化過程中失去兩個顳顬孔，但這理論還沒被普遍的接受。		lexical-context
6048	2	颟	6048_1	顢	false	颟里颟顸	顢里顢頇	authored-example	project-authored	颟里颟顸是一个较少见的词语。	顢里顢頇是一個較少見的詞語。		lexical-context
6053	2	薮	6053_1	藪	false	渊薮	淵藪	corpus-example	leipzig:zho_wikipedia_2018_1M:858240	襟江带海，从古数扬州；今更作人文渊薮。	襟江帶海，從古數揚州；今更作人文淵藪。		lexical-context
6061	2	橹	6061_1	櫓	false	楼橹	樓櫓	corpus-example	leipzig:zho_wikipedia_2018_1M:150999	以木为城，起楼橹，开四出门，其上皆得驰马来往。	以木為城，起樓櫓，開四出門，其上皆得馳馬來往。		lexical-context
6064	2	橼	6064_1	櫞	false	枸橼	枸櫞	authored-example	project-authored	枸橼是一种植物。	枸櫞是一種植物。		lexical-context
6073	2	赝	6073_1	贋	false	赝品	贋品	corpus-example	tatoeba:8744617	我觉得当汤姆发现他买来的画是赝品的时候，他会很生气。	我覺得當湯姆發現他買來的畫是贋品的時候，他會很生氣。		lexical-context
6074	2	飙	6074_1	飆	false	飙升	飆升	corpus-example	leipzig:zho_news_2020_300K:18906	世界各地的自行车销量都在飙升。	世界各地的腳踏車銷量都在飆升。		lexical-context
6079	2	錾	6079_1	鏨	false	錾子	鏨子	authored-example	project-authored	錾子是一种器物。	鏨子是一種器物。		lexical-context
6080	2	辚	6080_1	轔	false	车辚马啸	車轔馬嘯	authored-example	project-authored	车辚马啸是一个成语或固定说法。	車轔馬嘯是一個成語或固定說法。		lexical-context
6097	2	螨	6097_1	蟎	false	螨虫	蟎蟲	corpus-example	leipzig:zho_news_2020_300K:51865	但螨虫进入耳道后，并不安分，它会不停的爬动，刺激我们的耳膜，让我们的耳朵突发奇痒。	但蟎蟲進入耳道後，並不安分，它會不停的爬動，刺激我們的耳膜，讓我們的耳朵突發奇癢。		lexical-context
6111	2	䦃	6111_1	鐯	false	䦃字	鐯字	domain-template	metalinguistic-fallback	古代器物记录中提到了䦃。	古代器物記錄中提到了鐯。	Historical tools and material culture: a rare character used for an implement, object, or craft process.	domain-template
6112	2	镖	6112_1	鏢	false	保镖	保鏢	corpus-example	tatoeba:6559052	保镖要求看她的身份证。	保鏢要求看她的身份證。		lexical-context
6113	2	镗	6113_1	鏜	false	镗床	鏜牀	authored-example	project-authored	镗床是一种器物。	鏜牀是一種器物。		lexical-context
6114	2	镘	6114_1	鏝	false	镘字	鏝字	domain-template	metalinguistic-fallback	古代器物记录中提到了镘。	古代器物記錄中提到了鏝。	Historical tools and material culture: a rare character used for an implement, object, or craft process.	domain-template
6115	2	镚	6115_1	鏰	false	钢镚	鋼鏰	authored-example	project-authored	钢镚是一个较少见的词语。	鋼鏰是一個較少見的詞語。		lexical-context
6116	2	镛	6116_1	鏞	false	桂世镛	桂世鏞	authored-example	project-authored	桂世镛是一个人名。	桂世鏞是一個人名。		lexical-context
6117	2	镝	6117_1	鏑	false	冒镝当锋	冒鏑當鋒	authored-example	project-authored	冒镝当锋是一个成语或固定说法。	冒鏑當鋒是一個成語或固定說法。		lexical-context
6118	2	镞	6118_1	鏃	false	箭镞	箭鏃	corpus-example	leipzig:zho_wikipedia_2018_1M:991361	骨蚌多用于箭镞制作，以及用于增强木殳、木棒杀伤力的辅助物。	骨蚌多用於箭鏃製作，以及用於增強木殳、木棒殺傷力的輔助物。		lexical-context
6119	2	镠	6119_1	鏐	false	镠字	鏐字	curated-domain	metalinguistic-fallback	工匠用镠制作饰物。	工匠用鏐製作飾物。	Metallurgy / historical material culture: a rare term for fine gold or high-quality metal.	curated-domain
6120	2	氇	6120_1	氌	false	氆氇	氆氌	corpus-example	leipzig:zho_wikipedia_2018_1M:728411	，男女都穿氆氇袍，腰间都系红氆氇腰带，很像藏装，但衣着比藏装短小。	，男女都穿氆氌袍，腰間都系紅氆氌腰帶，很像藏裝，但衣著比藏裝短小。		lexical-context
6123	2	穑	6123_1	穡	false	稼穑	稼穡	corpus-example	leipzig:zho_news_2020_300K:8313	一个财主的儿子不知道稼穑之艰难，常到一个饭馆里吃饺子，但把饺子皮全吐掉，只吃肉馅。	一個財主的兒子不知道稼穡之艱難，常到一個飯館裡吃餃子，但把餃子皮全吐掉，只吃肉餡。		lexical-context
6132	2	魉	6132_1	魎	false	魍魉	魍魎	corpus-example	leipzig:zho_news_2020_300K:228466	第一辑定名“鬼蜮魍魉”，集中表现日寇残忍暴行。	第一輯定名“鬼蜮魍魎”，集中表現日寇殘忍暴行。		lexical-context
6139	2	鲮	6139_1	鯪	false	鲮鲤	鯪鯉	corpus-example	leipzig:zho_wikipedia_2018_1M:758080	祐曰：‘此是三吴所出，厥名鲮鲤，馀域率无。’	祐曰：‘此是三吳所出，厥名鯪鯉，餘域率無。’		lexical-context
6140	2	鲱	6140_1	鯡	false	鲱鱼	鯡魚	corpus-example	tatoeba:5899458	今天早饭我吃了些腌鲱鱼。	今天早飯我吃了些醃鯡魚。		lexical-context
6141	2	鲲	6141_1	鯤	false	鲲鹏	鯤鵬	corpus-example	leipzig:zho_news_2020_300K:281369	通过软硬件产业结合，共筑鲲鹏生态体系，预计可带动产业链产值约800亿元。	透過軟硬體產業結合，共築鯤鵬生態體系，預計可帶動產業鏈產值約800億元。		lexical-context
6142	2	鲳	6142_1	鯧	false	鲳鱼	鯧魚	corpus-example	leipzig:zho_wikipedia_2018_1M:844169	著名的东矶渔场盛产大黄鱼、小黄鱼、带鱼、鲳鱼、鱼时鱼、	著名的東磯漁場盛產大黃魚、小黃魚、帶魚、鯧魚、魚時魚、		lexical-context
6143	2	鲴	6143_1	鯝	false	鲴字	鯝字	domain-template	metalinguistic-fallback	图鉴中收录了鲴这种鱼。	圖鑑中收錄了鯝這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
6144	2	鲵	6144_1	鯢	false	大鲵	大鯢	authored-example	project-authored	大鲵是一种动物。	大鯢是一種動物。		lexical-context
6145	2	鲷	6145_1	鯛	false	丁鲷	丁鯛	authored-example	project-authored	丁鲷是一种动物。	丁鯛是一種動物。		lexical-context
6146	2	鲻	6146_1	鯔	false	鲻鱼	鯔魚	authored-example	project-authored	鲻鱼是一种动物。	鯔魚是一種動物。		lexical-context
6148	2	獭	6148_1	獺	false	水獭	水獺	corpus-example	leipzig:zho_news_2020_300K:89132	后因家人反对其饲养水獭，谢某将其中1只水獭出售给重庆买家岳某(在逃)。	後因家人反對其飼養水獺，謝某將其中1只水獺出售給重慶買家嶽某(在逃)。		lexical-context
6151	2	鹧	6151_1	鷓	false	鹧鸪	鷓鴣	corpus-example	leipzig:zho_news_2020_300K:96043	因而笔者赏析《鹧鸪天·桂花》，也就别有一番心得与网友分享。	因而筆者賞析《鷓鴣天·桂花》，也就別有一番心得與網友分享。		lexical-context
6153	2	赟	6153_1	贇	false	赟字	贇字	domain-template	metalinguistic-fallback	古代玉器或人名记录中可见赟。	古代玉器或人名記錄中可見贇。	Jade terminology / personal names: a rare character associated with jade, ornament, or name usage.	domain-template
6156	2	瘿	6156_1	癭	false	虫瘿	蟲癭	authored-example	project-authored	虫瘿是植物受到刺激后形成的组织。	蟲癭是植物受到刺激後形成的組織。		lexical-context
